,paperid,citedbypapers,citedbypatents
764,2037002473,2,0
765,1005135369,1,0
766,19875656,1,0
767,2060908622,1,0
768,1927004789,2,0
769,1992413144,1,0
770,2073974414,2,0
771,2105625664,3,0
772,1997313663,1,0
773,2502639882,1,0
774,2093171054,1,0
775,2112973683,6,0
776,2015004885,1,0
777,2519327098,1,0
778,2072235781,1,0
779,2054462290,7,0
780,2126385691,1,0
781,2325258391,5,0
782,1560042744,1,0
783,2118792000,1,0
784,2154319347,1,0
785,1703851072,1,0
786,2395734844,1,0
787,2127050759,1,0
788,2106868489,1,0
789,2030456950,1,0
790,2089096913,1,0
791,2106644950,1,0
792,1968348201,1,0
793,2107829156,1,0
794,10883362,1,0
795,1584093612,4,0
796,2133508506,1,0
797,2336515566,1,0
798,2112370025,5,0
799,1970277537,1,0
800,2151256667,1,0
801,1966518282,1,0
802,2083991885,1,0
803,1972784587,2,0
804,1970022914,1,0
805,1492973782,1,0
806,1498810931,1,0
807,2315516936,1,0
808,2129101912,1,0
809,2152809170,1,0
810,1582479638,1,0
811,2058274089,1,0
812,2102645365,1,0
813,2127902639,2,0
814,829245925,1,0
815,2006303439,2,0
816,2021735684,1,0
817,1539896512,1,0
818,2518773066,1,0
819,130033548,1,0
820,2159199795,1,0
821,2101489026,1,0
822,2546664215,1,0
823,2165198017,1,0
824,2149711657,2,0
825,2034419362,1,0
826,2045871548,1,0
827,2040353241,1,0
828,1607924068,1,0
829,2750915292,2,0
830,1993426769,3,0
831,2133878021,1,0
832,2127429655,1,0
833,2080635347,1,0
834,2167744164,2,0
835,2534542881,1,0
836,1985529456,1,0
837,2121133842,1,0
838,2085523513,1,0
839,2133716863,13,0
840,2117853362,1,0
841,2294796419,1,0
842,2129234422,1,0
843,2134769553,1,0
844,2106920276,1,0
845,2119298903,1,0
846,2153934508,1,0
847,2089850870,2,0
848,2520773637,1,0
849,2097454281,58,0
850,2137898377,1,0
851,2151690540,1,0
852,66743278,1,0
853,1981645457,1,0
854,2111433785,1,0
855,2032422811,1,0
856,2024424774,1,0
857,73210059,1,0
858,1949832274,1,0
859,184410956,1,0
860,2085522395,1,0
861,2135392813,1,0
862,2104765209,1,0
863,2011744025,1,0
864,2080315214,12,0
865,1971230468,1,0
866,2125282910,1,0
867,1611476298,4,0
868,2056939325,1,0
869,345972492,1,0
870,2166438308,1,0
871,2543956706,2,0
872,2548576580,1,0
873,1984206720,3,0
874,1490355425,1,0
875,2117812870,1,0
876,2166190112,3,0
877,2137774071,1,0
878,2122126819,1,0
879,2142859318,2,0
880,1963565426,1,0
881,1990754394,1,0
882,2154145109,2,0
883,1968654071,1,0
884,2129527179,1,0
885,2062188769,1,0
886,2001759130,1,0
887,2293306761,1,0
888,1480838474,1,0
889,1872800509,1,0
890,2073589262,5,0
891,1490670090,1,0
892,1730842510,1,0
893,50227226,1,0
894,2116520617,1,0
895,2194381629,2,0
896,1912603074,1,0
897,2149405725,1,0
898,2156952351,1,0
899,2158190429,2,0
900,1827950459,2,0
901,2140164752,1,0
902,188777198,1,0
903,2084320071,2,0
904,2109810443,1,0
905,2140970631,1,0
906,2344616168,1,0
907,2049723329,1,0
908,2165687409,1,0
909,87102707,1,0
910,1566345856,1,0
911,657724080,1,0
912,80169660,2,0
913,1670263352,1,0
914,2047945316,1,0
915,2000789222,1,0
916,2403025444,1,0
917,2145161265,2,0
918,2127108064,1,0
919,2320685189,1,0
920,2149255986,1,0
921,2112701160,4,0
922,2112701163,1,0
923,1592823468,1,0
924,1569132324,1,0
925,2122433743,1,0
926,2094291923,1,0
927,2061773916,1,0
928,2557452952,1,0
929,2142876645,3,0
930,2104461796,1,0
931,598376628,1,0
932,2061659121,1,0
933,2086883264,1,0
934,2152397575,1,0
935,124419030,1,0
936,1543783347,2,0
937,1982892759,1,0
938,2235403029,1,0
939,2156343212,3,0
940,2162719021,1,0
941,2146243164,1,0
942,2731283252,1,0
943,2104028415,1,0
944,1559489076,6,0
945,2019641589,1,0
946,2077612854,1,0
947,2532457361,2,0
948,193436117,1,0
949,2089457030,2,0
950,1979014165,1,0
951,2019597018,1,0
952,581215525,1,0
953,2023024868,3,0
954,2103951537,1,0
955,2351882337,1,0
956,1985816353,4,0
957,1502066369,1,0
958,1979590659,1,0
959,2044110164,1,0
960,2031837753,2,0
961,2051804845,1,0
962,2107155128,12,0
963,2134840053,1,0
964,2098502158,1,0
965,1972410450,2,0
966,2111484139,1,0
967,2036473547,1,0
968,2058204668,1,0
969,1633983593,1,0
970,2081729575,1,0
971,1990674191,1,0
972,1966251373,1,0
973,2031533839,1,0
974,29062368,1,0
975,1538777405,2,0
976,2171544601,1,0
977,2522381457,1,0
978,2099220630,1,0
979,2112051017,1,0
980,135885807,1,0
981,2100800440,1,0
982,118312883,1,0
983,202037779,1,0
984,2116474423,1,0
985,2079426237,1,0
986,2065260679,2,0
987,1968458973,1,0
988,639708223,1,0
989,2044146725,1,0
990,2606251538,1,0
991,2075891646,1,0
992,2171217747,1,0
993,1438825080,1,0
994,2092478745,53,0
995,2028197392,3,0
996,937792620,1,0
997,1505864099,1,0
998,2119067110,1,0
999,2535438430,1,0
1000,2095736376,1,0
1001,2147637507,1,0
1002,2156796359,1,0
1003,2030952878,1,0
1004,2134418753,1,0
1005,2083514219,2,0
1006,1993957628,1,0
1007,2141488794,1,0
1008,2102775690,1,0
1009,2799087070,1,0
1010,2117156405,1,0
1011,2133993494,1,0
1012,2109059698,1,0
1013,2172059144,6,0
1014,2592296631,15,0
1015,1974521555,17,2
1016,2073539200,1,0
1017,2121539192,1,0
1018,1503444668,1,0
1019,1972221417,1,0
1020,2027110421,2,0
1021,2140742236,1,0
1022,2035980160,4,0
1023,2171860868,1,0
1024,2017215980,1,0
1025,2036488299,1,0
1026,2167296097,1,0
1027,2419067837,1,0
1028,2048354676,1,0
1029,2094799191,1,0
1030,1563703892,1,0
1031,2093572239,1,0
1032,2074597948,1,0
1033,1594559446,1,0
1034,2055703665,1,0
1035,96674273,1,0
1036,169989506,4,0
1037,2167723047,1,0
1038,2010688443,2,0
1039,2099424113,1,0
1040,1977366890,4,0
1041,1799546451,1,0
1042,2130238013,1,0
1043,2169624851,1,0
1044,2293060675,1,0
1045,2097599236,1,0
1046,2007611908,1,0
1047,2146398202,1,0
1048,2245527511,1,0
1049,1991294548,1,0
1050,2554979309,1,0
1051,2200009346,1,0
1052,2042978294,1,0
1053,2114212427,1,0
1054,2137358967,1,0
1055,2005677698,3,0
1056,2136162107,1,0
1057,2013850517,1,0
1058,2484158251,1,0
1059,2204881533,1,0
1060,2159287163,1,0
1061,2112358122,1,0
1062,151442121,1,0
1063,2058774918,1,0
1064,2074276081,1,0
1065,1599541430,1,0
1066,2051490227,1,0
1067,88363066,1,0
1068,2152702278,1,0
1069,2112696545,1,0
1070,2070690566,1,0
1071,1490862329,1,0
1072,2534009636,1,0
1073,2111619626,7,0
1074,1594407938,2,0
1075,1956152380,1,0
1076,2096720193,1,0
1077,2088208514,1,0
1078,2143776582,1,0
1079,162227499,1,0
1080,138511316,9,0
1081,2109214277,1,0
1082,2014078782,1,0
1083,2144066268,1,0
1084,2117688526,1,0
1085,1575699129,1,0
1086,1605067358,1,0
1087,1964390713,2,0
1088,241871484,1,0
1089,2096053066,1,0
1090,2535474252,1,0
1091,2462433967,1,0
1092,2477378326,1,0
1093,1497342419,1,0
1094,2089546402,1,0
1095,564943520,1,0
1096,2097153418,1,0
1097,2153052098,1,0
1098,2157336204,1,0
1099,635575750,1,0
1100,2083485176,1,0
1101,1877611139,1,0
1102,194800985,1,0
1103,2130868038,1,0
1104,2037665832,1,0
1105,2100961030,1,0
1106,2065179596,2,0
1107,2115094978,1,0
1108,2128445255,1,0
1109,1844908461,2,0
1110,108791095,1,0
1111,2096193544,1,0
1112,2121571593,1,0
1113,1974384539,1,0
1114,244799260,2,0
1115,1984971831,1,0
1116,1987877930,1,0
1117,2135255848,1,0
1118,2106369625,2,0
1119,1752315353,1,0
1120,2170689586,2,0
1121,2140596092,2,0
1122,2118202916,1,0
1123,2080709526,1,0
1124,2116499814,1,0
1125,2019581679,1,0
1126,1993546472,2,0
1127,106246290,1,0
1128,2114185039,1,0
1129,1994042232,1,0
1130,2027526029,1,0
1131,2152612442,1,0
1132,2011744550,1,0
1133,127087143,1,0
1134,1479706155,1,0
1135,1971575863,1,0
1136,2131949595,1,0
1137,1517677814,1,0
1138,1921480148,1,0
1139,2151217988,2,0
1140,2171826173,1,0
1141,1984093524,1,0
1142,16176470,1,0
1143,2144660457,1,0
1144,2146534064,1,0
1145,2151151901,1,0
1146,2138594496,1,0
1147,2035158796,1,0
1148,2014434918,1,0
1149,2114700841,1,0
1150,2171259231,1,0
1151,1570254705,1,0
1152,2303916746,1,0
1153,1607081938,1,0
1154,1566290222,1,0
1155,2138527599,1,0
1156,2050671668,1,0
1157,2063018872,1,0
1158,612528811,1,0
1159,1994380714,1,0
1160,2135501267,1,0
1161,2006318999,1,0
1162,2124590431,1,0
1163,2101392651,2,0
1164,2113951609,1,0
1165,2122374173,3,0
1166,1849277567,1,0
1167,2129140329,1,0
1168,2126381013,1,0
1169,1559935724,1,0
1170,1979592712,1,0
1171,2072701438,1,0
1172,2137140474,1,0
1173,191306050,1,0
1174,1992610702,3,1
1175,1585256313,1,0
1176,2339820021,1,0
1177,101319899,1,0
1178,2410997925,1,0
1179,2383709887,1,0
1180,1984618215,49,3
1181,1985324117,1,0
1182,1977810112,1,0
1183,2062026721,1,0
1184,1591469149,2,0
1185,1522823158,1,0
1186,1996615176,1,0
1187,1495015855,1,0
1188,2005556252,1,0
1189,2055612971,3,0
1190,2107944116,1,0
1191,2063116193,1,0
1192,2094553360,1,0
1193,1437814062,1,0
1194,2104119170,1,0
1195,2136957911,1,0
1196,2030411645,1,0
1197,2002834872,1,0
1198,1607047012,1,0
1199,2029027517,1,0
1200,1963599662,1,0
1201,1789019621,15,4
1202,2125618481,1,0
1203,2108805072,1,0
1204,2008094782,2,0
1205,2123110920,2,0
1206,2112626434,1,0
1207,2096114696,1,0
1208,2612621661,1,0
1209,1875423025,2,0
1210,2072462346,1,0
1211,2093038664,1,0
1212,2126698653,1,0
1213,2121403651,1,1
1214,2626643089,1,0
1215,1519046043,3,0
1216,1983122581,8,0
1217,2336678555,1,0
1218,2189145536,1,0
1219,2055766497,1,0
1220,2159142420,1,0
1221,2135861925,1,0
1222,2157474521,1,0
1223,36886835,3,0
1224,2138762200,1,0
1225,1566788463,1,0
1226,1513200968,1,0
1227,2152814534,1,0
1228,2154321565,4,0
1229,1530086441,1,0
1230,2123403667,1,0
1231,2137475084,2,0
1232,2119387367,1,0
1233,2100613961,1,0
1234,2146705077,1,0
1235,2156323386,1,0
1236,2093039041,1,0
1237,1575597416,129,31
1238,1988143532,1,0
1239,1629408078,1,0
1240,2160047626,1,0
1241,2075190119,1,0
1242,2019293231,1,0
1243,25722532,1,0
1244,2248774167,14,0
1245,2129619420,3,0
1246,2261095480,4,0
1247,2113779017,2,0
1248,1572881376,1,0
