,paperid,citedbypapers,citedbypatents
312,2095734449,1,0
313,2155121439,1,0
314,2068618856,1,0
315,2108069239,1,0
316,2096765155,1,0
317,2398661491,1,0
318,2079338956,1,0
319,2038565058,1,0
320,2008821584,1,0
321,2164155814,1,0
322,1483839824,1,0
323,2124625829,1,0
324,2058733260,7,0
325,2092053444,1,0
326,2062535323,1,0
327,1977920818,1,0
328,2023534772,1,0
329,2461005315,2,0
330,2043004216,1,0
331,2054609588,1,0
332,2149305110,6,0
333,1965153126,1,0
334,2049210024,1,0
335,2087347434,1,0
336,1491498783,3,0
337,2141716420,11,4
338,2137384304,1,0
339,1928061009,7,0
340,2087422927,1,0
341,1981691076,2,0
342,2042871795,3,0
343,116496636,1,0
344,2141599568,1,0
345,2150623765,1,0
346,2129589778,2,0
347,2002381827,1,0
348,2020143860,1,0
349,2030867627,40,46
350,2091438169,1,0
351,2159724970,1,0
352,2022450171,1,0
353,128776805,1,0
354,2167040800,3,0
355,2165394321,2,0
356,1984869672,1,0
357,2000410375,1,0
358,143231896,1,0
359,1991211783,1,0
360,2019819322,1,0
361,2127978399,1,0
362,2171056981,1,0
363,1516232444,1,0
364,2054854590,1,0
365,2128675924,1,0
366,2102476922,1,0
367,2113949696,1,0
368,139605898,1,0
369,1491087240,1,0
370,1587269714,1,0
371,2037993836,1,0
372,2152171563,1,0
373,2098935637,1,0
374,1556910981,1,0
375,1483408659,1,0
376,1524088092,1,0
377,2021845646,1,0
378,1819882349,1,0
379,2063289012,20,0
380,2027879843,1,0
381,1573665760,1,0
382,2165798027,1,0
383,2243124917,5,0
384,1978226270,4,0
385,2156505055,37,2
386,1487298676,1,0
387,1965563707,1,0
388,2474279440,1,0
389,1970990249,1,0
390,1866797401,1,0
391,2151071559,1,0
392,2149363368,1,0
393,2116842632,12,1
394,1594812371,4,0
395,1741471588,3,0
396,2091580297,1,0
397,253426031,1,0
398,2127370936,1,0
399,2161610563,1,0
400,2491091343,1,0
401,2293489090,2,0
402,2162384529,4,0
403,1582925061,1,0
404,2057448895,1,0
405,1976746863,1,0
406,1965559804,1,0
407,1966073502,1,0
408,19830081,1,0
409,2140415400,2,0
410,2082753977,1,0
411,2088096262,1,0
412,167958589,1,0
413,2610059477,2,0
414,2152632881,1,0
415,2132140800,1,0
416,2533771361,1,0
417,2033333932,48,1
418,2053606794,1,0
419,2014535269,1,0
420,1576000887,1,0
421,1668894611,1,0
422,2022300385,1,0
423,2141336889,1,0
424,1602839414,1,0
425,2107756083,2,0
426,2143536389,18,19
427,2066723748,1,0
428,2130339025,1,0
429,2050289843,1,0
430,2092785577,1,0
431,1981410982,1,0
432,2083790008,2,0
433,2027909523,1,0
434,1980301346,1,0
435,1975339135,1,0
436,2102670214,1,0
437,2004628581,1,0
438,67468275,1,0
439,152645600,1,0
440,2116817356,6,0
441,2056892835,1,0
442,2269738476,1,0
443,1978096047,1,0
444,2162999097,1,0
445,1565538214,1,0
446,2086703546,1,0
447,2058199791,1,0
448,2094793656,62,41
449,2164279716,1,0
450,2789978102,1,0
451,2132503829,1,0
452,2102958620,118,2
453,2537883847,1,0
454,2135165686,1,0
455,2194775991,1,0
456,2073412068,1,0
457,2089783325,1,0
458,1562516030,1,0
459,2077111056,1,0
460,2004831184,1,0
461,2017231306,1,0
462,2178258555,1,0
463,1486127517,2,0
464,2296547965,1,0
465,2538614062,1,0
466,2116414418,1,0
467,190290729,2,0
468,2534783843,5,0
469,1690636059,1,0
470,2110425399,1,0
471,2081687495,1,0
472,2261511230,6,0
473,2002856826,1,0
474,2166109609,1,0
475,1766693173,1,0
476,2061413511,5,0
477,2048349970,6,0
478,2042473807,1,0
479,2507056416,1,0
480,53597299,1,0
481,2139972627,1,0
482,1523725396,1,0
483,78037537,1,0
484,2032772066,1,0
485,2036456937,1,0
486,1995903777,2,0
487,2002739189,14,4
488,2197150605,5,0
489,114361102,1,0
490,199269843,1,0
491,2164961799,1,0
492,1581704028,2,0
493,2026137549,1,0
494,1971378529,1,0
495,2167221596,1,0
496,2015186536,1,0
497,2137326299,1,0
498,2170513162,1,0
499,1973812891,2,0
500,2031588854,1,0
501,2148480826,1,0
502,1889256802,1,0
503,2615668149,1,0
504,2091944774,1,0
505,2010404144,1,0
506,2155720874,1,0
507,2147468287,1,0
508,2434421859,1,0
509,1984194589,12,0
510,2339967959,1,0
511,2031329566,1,0
512,2595527630,1,0
513,1965555277,2,0
514,1965616957,9,0
515,2023570449,1,0
516,2343323788,1,0
517,2235981404,4,0
518,2086906616,1,0
519,1974397071,2,0
520,2068032067,1,0
521,2026669942,1,0
522,2003238113,2,0
523,1672621201,1,0
524,2126129257,1,0
525,2020301895,1,0
526,2047892947,1,0
527,2096620062,1,0
528,2582743722,1,0
529,1974084458,1,0
530,2121624795,3,0
531,2050341321,1,0
532,2088115509,1,0
533,2117260615,2,0
534,2064347269,1,0
535,2076048046,1,0
536,2028940172,1,0
537,2002846225,4,5
538,2613542719,1,0
539,2044378780,1,0
540,2068696067,1,1
541,2148479118,75,1
542,2185992031,1,0
543,2016549506,1,0
544,2401480642,1,0
545,2038684641,2,0
546,2077688598,16,0
547,1972244584,1,0
548,2109943392,1,0
549,1561944160,2,0
550,2170878722,27,22
551,2331953749,1,0
552,1978051109,56,8
553,1994082200,1,0
554,2611832198,5,0
555,1981397123,1,0
556,2143131345,53,5
557,2165925470,1,0
558,2012606450,1,0
559,1985533383,1,0
560,1988105244,1,0
561,1537569888,1,0
562,2086335067,1,0
563,2158707444,364,162
564,1968799614,1,0
565,2147437931,1,0
566,2035249057,1,0
567,1964098262,3,0
568,2143612262,1,0
569,2104312089,1,0
570,2098212864,1,0
571,620169275,1,0
572,1999806644,1,0
573,2111646391,1,0
574,2076166434,1,0
575,1557992034,1,0
576,2296244466,1,0
577,1988772517,2,0
578,2017356456,1,0
579,1999630110,1,0
580,2020521021,7,0
581,2295821368,1,0
582,2002010034,1,0
583,2538172027,4,0
584,2122222159,1,0
585,2078155644,3,0
586,6683625,7,0
587,2056413517,4,0
588,1994378121,1,0
589,1507880010,1,0
590,2136504847,1,0
591,2487287740,1,0
592,2071347196,1,0
593,2076454692,17,5
594,7510881,1,0
595,2115918195,22,2
596,153043947,1,0
597,2022716189,2,0
598,2157769407,1,0
599,2570448668,5,0
600,11511222,1,0
601,2060372013,1,0
602,1497441482,1,0
603,803096584,1,0
604,2080313112,1,0
605,2130369780,1,0
606,1502076088,3,0
607,1985977911,1,0
608,2532768047,2,0
609,2153580689,3,0
610,48383916,1,0
611,2004923029,1,0
612,2075875580,1,0
613,2076771354,2,0
614,28755848,1,0
615,2536982654,1,0
616,1996225046,1,0
617,2005855683,1,0
618,2012057220,1,0
619,2099633782,1,0
620,2002690207,3,0
621,2341865734,1,0
622,2121854496,1,0
623,1493140204,1,0
624,2105654860,1,0
625,2088622394,1,0
626,591727565,1,0
627,2127983067,1,0
628,2135404517,1,0
629,1860920781,1,0
630,145240385,1,0
631,79728488,1,0
632,2037962338,1,0
633,1494460186,1,0
634,1972999341,1,0
635,2132089528,2,0
636,2093081141,1,0
637,2075821118,18,13
638,2098930842,2,0
639,2031748616,5,0
640,1542316315,1,0
641,2024290096,1,0
642,2044515620,2,0
643,2042182155,1,0
644,2539241874,1,0
645,2046333466,1,0
646,2319830772,1,0
647,2150434192,1,0
648,2001244908,1,0
649,1495886451,1,0
650,1968483589,1,0
651,1995581167,1,0
652,2295902390,19,11
653,2062672718,1,0
654,2028075681,1,0
655,1965293980,1,0
656,2142610995,1,0
657,2039884255,7,0
658,2056826156,1,0
659,1974827255,1,0
660,139686338,2,0
661,2036937258,2,0
662,1963545996,12,4
663,2182488520,2,0
664,2022043031,1,0
665,2023967543,1,0
666,1971117094,34,15
667,2177519726,1,0
668,1975830071,2,0
669,2107845924,2,0
670,1974087316,2,0
671,2114128047,1,0
672,176475230,1,0
673,2146213370,1,0
674,2050212689,1,0
675,1964071625,1,0
676,2049981393,2,0
677,2161942787,3,0
678,1541579345,1,0
679,2055782844,1,0
680,1593163947,1,0
681,2008648979,1,0
682,2124932292,1,0
683,1989814541,53,42
684,2162520983,2,0
685,2122424724,3,5
686,207333826,1,0
687,2068970896,1,0
688,2139921445,1,0
689,2025567111,45,1
690,1710734607,1,0
691,2144232362,1,0
692,1983833794,1,0
693,2122739566,1,0
694,2125681401,1,0
695,1597044649,1,0
696,2017293771,1,0
697,35572768,2,0
698,2090029266,52,6
699,2088337190,1,0
700,2165031063,1,0
701,2597684388,1,0
702,2102217919,1,0
703,1993608429,82,1
704,2116599600,1,0
705,2562015815,1,0
706,1970863077,1,0
707,2214105563,1,0
708,2098055994,1,0
709,2157953764,1,0
710,2152444902,1,0
711,2171383895,2,0
712,1591005812,1,0
713,1482532598,1,0
714,2116604485,1,0
715,2396538397,1,0
716,2122509363,1,0
717,2099305423,19,0
718,2024586726,1,0
719,2098481371,1,0
720,2150115983,15,20
721,2147552894,1,0
722,2048769143,1,0
723,2168830530,1,0
724,1969043696,1,0
725,2112417932,1,0
726,2095082282,26,20
727,2162192698,1,0
728,2082274909,2,0
729,2090907135,1,0
730,2532511219,2,0
731,2171838887,1,0
732,1566463256,1,0
733,1987808739,1,0
734,2168874856,1,0
735,2141726236,1,0
736,2028517279,25,10
737,1496436366,1,0
738,1516626260,1,0
739,1520891405,1,0
740,1518504471,1,0
741,2012964103,1,0
742,2046616910,1,0
743,658029813,1,0
744,147077511,1,0
745,2073060332,1,0
746,2294123372,16,2
747,2021332569,1,0
748,2018405684,1,0
749,176085893,1,0
750,2117539524,1,0
751,2106652774,2,0
752,2069562430,1,0
753,2102661934,2,0
754,2116142433,1,0
755,2121223684,2,0
756,2090513801,1,0
757,43286486,1,0
758,1973008108,19,27
759,1997852585,1,0
760,1644694178,2,0
761,2038537619,1,0
762,2131117671,1,0
763,1984975460,10,13
764,2007363443,1,0
765,59431316,1,0
766,2110580119,6,34
767,2260680446,2,0
768,2102491957,1,0
769,2037328903,1,0
770,2082489355,1,0
771,2128039206,12,7
772,1988808497,1,0
773,2135366077,6,2
774,2081029869,1,0
775,2053645446,1,0
776,1495679096,1,0
777,1541355032,1,0
778,1579864862,1,0
779,2062139096,2,0
780,2465134112,1,0
781,2036089854,1,0
782,2013984993,1,0
783,2062876209,11,4
784,50569068,1,0
785,2057256643,3,2
786,2084069552,4,0
787,2007144424,1,0
788,75277918,4,0
789,1599188306,1,0
790,2130824075,1,0
791,2221507685,1,0
792,2081260351,4,0
793,2099571428,2,0
794,2016615886,1,0
795,2013091051,1,0
796,1536446573,1,0
797,2139907264,1,0
798,2002211526,17,5
799,2005795205,1,0
800,1600331948,1,0
801,2044829151,10,0
802,1969278188,1,0
803,2079946691,13,0
804,1520430729,1,0
805,8881470,1,0
806,2013001796,1,0
807,74602778,1,0
808,2185103767,1,0
809,1490670090,1,0
810,1995386266,2,0
811,2409196108,1,0
812,2194381629,1,0
813,2297748322,1,0
814,2154268919,1,0
815,2015446376,1,0
816,1974533064,1,0
817,2772471902,1,0
818,2277847175,1,0
819,2046741674,1,0
820,153256627,1,0
821,117491099,1,0
822,1560763790,1,0
823,1536043848,1,0
824,2150606742,1,0
825,1514950410,2,0
826,1968104239,4,0
827,2000789222,1,0
828,2099800354,74,16
829,1997488333,2,0
830,8955705,1,0
831,1608317484,1,0
832,2102490663,1,0
833,658798614,1,0
834,2152397416,1,0
835,625323242,1,0
836,1989450868,52,72
837,1134614069,1,0
838,1995301158,1,0
839,98381699,1,0
840,1966756247,7,1
841,2152242636,1,0
842,1977119069,15,0
843,2143065571,1,0
844,1582731113,1,0
845,35396204,1,0
846,2146203184,1,0
847,1185458,1,0
848,2115247917,1,0
849,1532267674,1,0
850,12733787,1,0
851,2151587492,1,0
852,2017463942,2,0
853,2171733741,2,0
854,1986446931,1,0
855,2092138312,1,0
856,1608326321,1,0
857,1652772170,1,0
858,2064112872,1,0
859,2101481793,1,0
860,2056035372,1,0
861,2048193086,4,0
862,1966067122,1,0
863,1545756119,1,0
864,2125101937,1,0
865,1723766899,1,0
866,1590488285,1,0
867,2293053787,1,0
868,2154316249,24,31
869,272056770,1,0
870,2177480755,4,0
871,2167054073,6,0
872,2047786541,1,0
873,1970369748,1,0
874,90819774,1,0
875,1574241439,1,0
876,2114429038,1,0
877,2009632833,1,0
878,2508499795,1,0
879,2119027683,2,0
880,2166401064,1,0
881,2119714163,1,0
882,1597431254,3,0
883,2027883219,1,0
884,2084413096,1,0
885,2147272780,3,0
886,2249453717,3,0
887,2091102172,1,0
888,2293746285,1,0
889,2102493505,1,0
890,1963950210,1,0
891,2482164040,1,0
892,2102493509,2,0
893,1995503581,1,0
894,2034283238,21,2
895,2085646205,7,0
896,1585210291,1,0
897,1554031433,1,0
898,36092453,1,0
899,1982500521,1,0
900,1821916423,1,0
901,2144129085,1,0
902,2079785378,1,0
903,2021028863,1,0
904,2062249380,10,0
905,1574745822,1,0
906,2247644779,1,0
907,2046251924,1,0
908,2036477042,1,0
909,2539355866,1,0
910,64517139,1,0
911,2044005047,1,0
912,2396745554,1,0
913,2169700383,2,0
914,2028085418,11,1
915,2124555616,1,0
916,2067477688,1,0
917,1965610042,2,0
918,1975009259,1,0
919,1982530240,6,0
920,2087213794,1,0
921,1996543588,1,0
922,2071873073,16,3
923,1996577481,1,0
924,2082257525,1,0
925,2162190243,1,0
926,2087230881,1,0
927,2006053442,6,6
928,2105899846,1,0
929,1838803699,1,0
930,1995597050,1,0
931,2124026371,1,0
932,2120938053,1,0
933,1554663460,1,0
934,2138387375,1,0
935,1972221417,1,0
936,1970088679,1,0
937,2134680081,8,9
938,2016316078,11,2
939,1552242696,1,0
940,2125095347,1,0
941,1998804669,1,0
942,1918749672,1,0
943,2506668433,1,0
944,2026026824,1,0
945,2051031434,1,0
946,2049157414,1,0
947,2164678318,1,0
948,2077885899,4,0
949,2048905912,1,0
950,2112974019,2,0
951,2162269192,1,0
952,1988163483,1,0
953,1990184244,1,0
954,2084806063,2,0
955,2097374659,1,0
956,2099424113,2,0
957,2751436066,3,0
958,2107528802,1,0
959,2058328050,1,0
960,2131438231,1,0
961,157052648,1,0
962,2129010681,1,0
963,1595690942,1,0
964,2073792902,1,0
965,2118555864,1,0
966,2148334620,2,0
967,1584664226,1,0
968,2149390557,1,0
969,2729161127,2,0
970,1527793496,1,0
971,2244686166,1,0
972,1906515132,2,0
973,2005844717,1,0
974,1519608476,1,0
975,1986424574,1,0
976,2040005668,2,0
977,2068676460,1,0
978,2197966456,1,0
979,2015288399,1,0
980,2123382439,2,0
981,1526690139,1,0
982,2112338634,1,0
983,2117043006,108,195
984,2066401860,1,0
985,1572737440,1,0
986,1574901103,1,0
987,2104839312,1,0
988,1998384440,1,0
989,1985070822,1,0
990,2037005685,1,0
991,1986166024,2,0
992,136756687,1,0
993,2126617470,22,16
994,1481929509,1,0
995,2105951784,2,0
996,1965902026,1,0
997,2128422191,1,0
998,2056985728,1,0
999,2032662565,1,0
1000,1524883182,1,0
1001,2010399991,10,1
1002,2043403177,1,0
1003,166410911,1,0
1004,1570031249,1,0
1005,1566872975,1,0
1006,2077302143,1,0
1007,2038002297,1,0
1008,2108601685,1,4
1009,2469690627,3,0
1010,1868662354,1,0
1011,2169657749,1,0
1012,2105528160,6,0
1013,2045496534,1,0
1014,2078175541,4,2
1015,1984565341,1,0
1016,2007533455,3,1
1017,1602993178,1,0
1018,1505099540,1,0
1019,2153052098,45,1
1020,2009207944,1,0
1021,2038643807,2,0
1022,110870703,2,0
1023,2020073674,1,0
1024,2126274715,1,0
1025,2144668814,2,0
1026,2130851628,10,110
1027,64851601,1,0
1028,2130500927,31,1
1029,2293416685,1,0
1030,47732430,2,0
1031,60753919,3,0
1032,1179675249,1,0
1033,2051100862,2,0
1034,2119212930,1,0
1035,2103645677,1,0
1036,2123741193,2,0
1037,2144931885,1,0
1038,1571144263,1,0
1039,2017266444,1,0
1040,32032287,1,0
1041,2024027018,1,0
1042,2077071444,3,0
1043,2042346957,44,2
1044,2067166017,1,0
1045,2143309843,1,0
1046,2207283590,3,0
1047,56267036,1,0
1048,2154346544,1,0
1049,2011741072,28,1
1050,2091187800,1,0
1051,2117850960,1,0
1052,2163881971,3,0
1053,2116933085,1,0
1054,2066965916,4,0
1055,2151217988,16,3
1056,2171826173,1,0
1057,2170930842,1,0
1058,1974636632,1,0
1059,1663973292,2,0
1060,2142859885,3,0
1061,203854510,1,0
1062,2163030924,1,0
1063,2102013731,1,0
1064,1998504821,1,0
1065,2166967374,1,0
1066,1577124436,1,0
1067,2003922338,1,0
1068,2106348655,1,0
1069,2066891430,1,0
1070,2122578066,1,0
1071,1515087561,1,0
1072,2168779311,1,0
1073,2041583667,1,0
1074,2137100320,1,0
1075,2087862817,1,0
1076,2150096498,1,0
1077,2161109697,1,0
1078,2807545250,1,0
1079,32630044,1,0
1080,2897807752,1,0
1081,2104526434,1,0
1082,1849770281,1,0
1083,1651586605,2,0
1084,1985324117,34,4
1085,2054355176,1,0
1086,2133859229,1,0
1087,2156550843,2,0
1088,1987648924,2,0
1089,2018220865,1,0
1090,2130739000,1,0
1091,2017320085,2,0
1092,1758967835,1,0
1093,602464118,1,0
1094,2115763420,2,0
1095,2012573326,1,0
1096,2044806815,2,0
1097,2071669682,1,0
1098,2017390502,3,0
1099,1570491564,1,0
1100,68156805,1,0
1101,1597019078,1,0
1102,2140205964,1,0
1103,1481441011,1,0
1104,2164011411,1,0
1105,2540203343,1,0
1106,2031332190,1,0
1107,2244837655,1,0
1108,2078129788,4,1
1109,1986172227,1,0
1110,2045487061,1,0
1111,2129003109,1,0
1112,2135445066,1,0
1113,2141170429,1,0
1114,2030628044,1,0
1115,2077150935,21,7
1116,2087622072,1,0
1117,2058796629,1,0
1118,2042031818,2,0
1119,2189613078,1,0
1120,2125353114,1,0
1121,1582458100,1,0
1122,2167723676,2,0
1123,2105942486,3,0
1124,2282051543,1,0
1125,146395947,1,0
1126,2134665698,1,0
1127,2614057860,1,0
1128,2020308517,1,0
1129,2047427886,1,0
1130,2102376039,1,0
1131,1996136679,1,0
1132,2047375123,2,0
1133,2020631075,1,0
1134,2045942221,5,0
1135,2073336401,4,0
1136,1677409904,2,0
1137,1982206188,4,0
1138,2169264582,1,0
1139,204764415,1,0
1140,2110978904,1,0
1141,2083632529,1,0
1142,2187714979,1,0
1143,1967787132,1,0
1144,2101844055,1,0
1145,2110590371,12,3
1146,2136480620,1,0
1147,2050492252,2,0
1148,1981064708,1,0
1149,1517064069,1,0
1150,1501960591,1,0
1151,2123570619,1,0
1152,2016443402,3,0
1153,2068483976,3,0
1154,1992873456,6,1
1155,2021122545,1,0
1156,2170143681,1,0
1157,2009911194,1,0
1158,80379495,1,0
1159,1783828759,1,0
1160,1998682054,1,0
1161,2613678836,1,0
1162,2037328209,1,0
1163,2104248494,13,1
1164,1983512267,3,0
1165,2286933787,1,0
1166,2099876364,1,0
1167,2006902234,1,0
1168,2024918559,1,0
1169,107960914,1,0
1170,149146766,1,0
1171,2029047147,1,0
1172,2041240113,4,13
1173,2003614066,1,0
1174,1584793017,1,0
1175,2146163732,3,0
1176,2132525863,1,0
1177,2151245740,1,0
1178,2145839404,1,0
1179,2118198020,1,0
1180,2079239826,2,0
1181,2018515743,1,0
1182,2121932026,1,0
1183,2257573519,1,0
1184,1965574731,1,0
1185,2022710553,1,0
1186,2134092629,1,0
1187,2089220165,1,0
1188,2540481265,1,0
1189,50897738,1,0
1190,2001271210,1,0
1191,2122410182,1,0
1192,854053868,1,0
1193,1833248789,1,0
1194,2080215571,1,0
1195,2055344426,1,0
1196,1969438288,1,0
1197,2109488344,3,0
1198,2071673578,1,0
1199,2156492599,3,0
1200,2148321974,1,0
1201,2095182184,1,0
1202,1551326568,1,0
1203,657160825,1,0
1204,2110282300,1,0
1205,1965259043,1,0
1206,2524711232,1,0
1207,2165272793,1,0
1208,2013688694,1,0
1209,2118027260,1,0
1210,2104029877,2,0
1211,2059017188,6,0
1212,61760699,1,0
1213,2002705114,1,0
1214,1519522181,1,0
1215,2166130518,16,9
1216,33248319,1,0
1217,1491531410,2,0
1218,1593736309,1,0
1219,2081808639,2,0
1220,2236466394,1,0
1221,2090929921,1,0
1222,2072390607,2,0
1223,2026837489,1,0
1224,2100549663,11,2
1225,2138187595,53,30
1226,2064848318,1,0
1227,2089365261,1,0
1228,2079462294,1,0
1229,2143850890,1,0
1230,2033974677,1,0
1231,2140715253,1,0
1232,2036625304,75,2
1233,2082582445,1,0
1234,2039637700,1,0
1235,2096272624,6,10
1236,2110304680,1,0
1237,2063740445,1,0
1238,2101737112,1,0
1239,2147698153,1,0
1240,138616640,1,0
1241,2023902251,1,0
1242,1966791154,1,0
1243,2135655386,1,0
1244,69185535,2,0
1245,2102865756,1,0
1246,1978292403,35,1
1247,1977909099,1,0
1248,2074397232,1,0
1249,2028610730,19,1
1250,2085958751,2,0
1251,2143802570,1,0
1252,2092481071,2,0
1253,2105736281,1,0
1254,1971160166,1,0
