,mag_id,venue
374,2067665594,CHI
375,2067667146,CHI
376,2067677648,CHI
377,2067689756,CHI
378,2067697343,CHI
379,2067701048,CHI
380,2069576912,CHI
381,2067711134,CHI
382,2067714076,CHI
383,2069589325,CHI
384,2012026559,CHI
385,2069594172,CHI
386,2069594567,CHI
387,2067735783,CHI
388,2069627612,CHI
389,2069629500,CHI
390,2069632164,CHI
391,2067771137,CHI
392,2067776903,CHI
393,2067778251,CHI
394,2069654254,CHI
395,2012098573,CHI
396,2067805538,CHI
397,2069684119,CHI
398,2012128338,CHI
399,2069702343,CHI
400,2012147219,CHI
401,2067851433,CHI
402,2067857275,CHI
403,2067865637,CHI
404,2069740219,CHI
405,2069740792,CHI
406,2012180188,CHI
407,2067875905,CHI
408,2069753856,CHI
409,2067886395,CHI
410,2067893999,CHI
411,2012205291,CHI
412,2012205861,CHI
413,2067900283,CHI
414,2012207548,CHI
415,2012215911,CHI
416,2069783595,CHI
417,2012223874,CHI
418,2067939171,CHI
419,2012249883,CHI
420,2012251945,CHI
421,2069818276,CHI
422,2069827854,CHI
423,2012272815,CHI
424,2069839659,CHI
425,2069856515,CHI
426,2067986167,CHI
427,2069869586,CHI
428,2012304646,CHI
429,2012306969,CHI
430,2069874365,CHI
431,2012311465,CHI
432,2069892496,CHI
433,2069897595,CHI
434,2012340779,CHI
435,2068047259,CHI
436,2012376488,CHI
437,2012377738,CHI
438,2068072824,CHI
439,2069946956,CHI
440,2069950586,CHI
441,2069955741,CHI
442,2068084810,CHI
443,2068097225,CHI
444,2068098725,CHI
445,2068102388,CHI
446,2012407888,CHI
447,2069980350,CHI
448,2012416367,CHI
449,2068124369,CHI
450,2068137231,CHI
451,2070012710,CHI
452,2070012998,CHI
453,2070013496,CHI
454,2012448594,CHI
455,2469643098,CHI
456,2070028568,CHI
457,2070034666,CHI
458,2068166072,CHI
459,2068166164,CHI
460,2012477269,CHI
461,2068194054,CHI
462,2070073484,CHI
463,2068210371,CHI
464,2068222371,CHI
465,2070097502,CHI
466,2068226479,CHI
467,2012535049,CHI
468,2012540600,CHI
469,2070112008,CHI
470,2070118900,CHI
471,2070125731,CHI
472,2012556989,CHI
473,2070126461,CHI
474,2070127090,CHI
475,2068257231,CHI
476,2070133687,CHI
477,2070137642,CHI
478,2012568642,CHI
479,2068279862,CHI
480,2070155134,CHI
481,2070158350,CHI
482,2070160617,CHI
483,2012593124,CHI
484,2070165777,CHI
485,2068293943,CHI
486,2068294094,CHI
487,2070170052,CHI
488,2012607755,CHI
489,2068316802,CHI
490,2012625829,CHI
491,2012633374,CHI
492,2012633857,CHI
493,2068334061,CHI
494,2068349565,CHI
495,2068361436,CHI
496,2070237036,CHI
497,2068365609,CHI
498,2070240350,CHI
499,2012700246,CHI
500,2068408009,CHI
501,2068409584,CHI
502,2012714714,CHI
503,2070293902,CHI
504,2068424760,CHI
505,2070307651,CHI
506,2070308852,CHI
507,2070310954,CHI
508,2012750368,CHI
509,2068471200,CHI
510,2070347268,CHI
511,2070348063,CHI
512,2068476027,CHI
513,2070353028,CHI
514,2012799791,CHI
515,2070374421,CHI
516,2012808317,CHI
517,2012830844,CHI
518,2070404133,CHI
519,2068531744,CHI
520,2012837176,CHI
521,2068544593,CHI
522,2012852193,CHI
523,2070424185,CHI
524,2070425136,CHI
525,2068561885,CHI
526,2012864292,CHI
527,2068565109,CHI
528,2012869516,CHI
529,2070443217,CHI
530,2068577106,CHI
531,2012893269,CHI
532,2012894172,CHI
533,2070474822,CHI
534,2012903926,CHI
535,2012905248,CHI
536,2070483205,CHI
537,2068610359,CHI
538,2012911953,CHI
539,2070488667,CHI
540,2012920231,CHI
541,2070499542,CHI
542,2070519525,CHI
543,2070538506,CHI
544,2012967525,CHI
545,2012969937,CHI
546,2068671681,CHI
547,2012980475,CHI
548,2012984639,CHI
549,2070565441,CHI
550,2068695467,CHI
551,2068696654,CHI
552,2070571415,CHI
553,2070579498,CHI
554,2070583180,CHI
555,2070583222,CHI
556,2068719216,CHI
557,2068729778,CHI
558,2068732261,CHI
559,2070619555,CHI
560,2068749297,CHI
561,2068751474,CHI
562,2068762668,CHI
563,2070638542,CHI
564,2068768383,CHI
565,2068772768,CHI
566,2013073142,CHI
567,2068774491,CHI
568,2068799023,CHI
569,2013098514,CHI
570,2070671805,CHI
571,2068801184,CHI
572,2068804827,CHI
573,2068807113,CHI
574,2068814638,CHI
575,2068814663,CHI
576,2013126094,CHI
577,2013133550,CHI
578,2070712100,CHI
579,2013139030,CHI
580,2068848160,CHI
581,2013164350,CHI
582,2068868583,CHI
583,2068869614,CHI
584,2068871153,CHI
585,2068883263,CHI
586,2150819813,CHI
587,2150829159,CHI
588,2150832147,CHI
589,2150845547,CHI
590,2363152820,CHI
591,2150882773,CHI
592,2150895850,CHI
593,2150915196,CHI
594,2150957322,CHI
595,2150984873,CHI
596,2151010882,CHI
597,2151015191,CHI
598,2151027005,CHI
599,2151030656,CHI
600,2151030757,CHI
601,2151044076,CHI
602,2151049923,CHI
603,2151074952,CHI
604,2151087080,CHI
605,2151115665,CHI
606,2151126048,CHI
607,2151132131,CHI
608,2151137010,CHI
609,2151171335,CHI
610,2151182223,CHI
611,2151189549,CHI
612,2151207336,CHI
613,2151230586,CHI
614,2151254451,CHI
615,2151280537,CHI
616,2151286182,CHI
617,2151295661,CHI
618,2151314413,CHI
619,2151332190,CHI
620,2151355743,CHI
621,2151359778,CHI
622,2151378814,CHI
623,2151401338,CHI
624,2151406162,CHI
625,2151414851,CHI
626,2151420033,CHI
627,2151440594,CHI
628,2151459313,CHI
629,2151462000,CHI
630,2775663585,CHI
631,2775663979,CHI
632,2151480477,CHI
633,2151506906,CHI
634,2151513521,CHI
635,2151555208,CHI
636,2151569832,CHI
637,2151572696,CHI
638,2151586234,CHI
639,2151590174,CHI
640,2151609762,CHI
641,2151622932,CHI
642,2151645026,CHI
643,2151676108,CHI
644,2151682264,CHI
645,2151690133,CHI
646,2151710871,CHI
647,2151735726,CHI
648,2151785234,CHI
649,2151826729,CHI
650,2151862362,CHI
651,2151884887,CHI
652,2151890643,CHI
653,2151904287,CHI
654,2151923351,CHI
655,2151926604,CHI
656,2151932788,CHI
657,2151945940,CHI
658,2151958994,CHI
659,2151960964,CHI
660,2151962172,CHI
661,2151987636,CHI
662,2152029842,CHI
663,2152071869,CHI
664,2152076888,CHI
665,2152099471,CHI
666,2152102206,CHI
667,2152127494,CHI
668,2152129727,CHI
669,2152139667,CHI
670,2152146939,CHI
671,2152147139,CHI
672,2152153632,CHI
673,2152158560,CHI
674,2152182338,CHI
675,2152203232,CHI
676,2152222769,CHI
677,2152248594,CHI
678,2152268289,CHI
679,2152286103,CHI
680,2152303583,CHI
681,2152309982,CHI
682,2152310241,CHI
683,2152311362,CHI
684,2152319072,CHI
685,2152340482,CHI
686,2152354461,CHI
687,2152397364,CHI
688,2152407092,CHI
689,2152414382,CHI
690,2152414916,CHI
691,2152416943,CHI
692,2152465462,CHI
693,2152521636,CHI
694,2152528000,CHI
695,2152529293,CHI
696,2152541037,CHI
697,2152548099,CHI
698,2152570893,CHI
699,2152577753,CHI
700,2152592295,CHI
701,2152617626,CHI
702,2152638849,CHI
703,2152656979,CHI
704,180551962,CHI
705,2152703524,CHI
706,2152710862,CHI
707,2152723435,CHI
708,2152728289,CHI
709,2152754623,CHI
710,2152757402,CHI
711,2152765804,CHI
712,2152791174,CHI
713,2152811355,CHI
714,2152824849,CHI
715,2152830123,CHI
716,2152839784,CHI
717,181040134,CHI
718,2152855232,CHI
719,2152863027,CHI
720,2152878615,CHI
721,2776720339,CHI
722,2152951215,CHI
723,2152988849,CHI
724,2153027474,CHI
725,2153034231,CHI
726,2153039146,CHI
727,2153050049,CHI
728,2153070091,CHI
729,2153113996,CHI
730,2153115396,CHI
731,2153119962,CHI
732,2153130747,CHI
733,2153135478,CHI
734,2153154222,CHI
735,2153182334,CHI
736,2153200718,CHI
737,2153207410,CHI
738,2153235818,CHI
739,2153236667,CHI
740,2153252884,CHI
741,2153257187,CHI
742,2153282521,CHI
743,2153312358,CHI
744,2153331377,CHI
745,2153343897,CHI
746,2153391061,CHI
747,2153403810,CHI
748,2153412456,CHI
749,2153475584,CHI
750,2153484858,CHI
751,2153516373,CHI
752,2153526112,CHI
753,2153528308,CHI
754,2153542506,CHI
755,2153564990,CHI
756,2153697751,CHI
757,2153713744,CHI
758,2153719921,CHI
759,2153724792,CHI
760,2153732062,CHI
761,2153752030,CHI
762,2153768492,CHI
763,2153773249,CHI
764,2153795273,CHI
765,2153818724,CHI
766,2153837016,CHI
767,2153893002,CHI
768,2153900134,CHI
769,2153931166,CHI
770,2153940775,CHI
771,2153973618,CHI
772,2777647957,CHI
773,2366321151,CHI
774,2778036648,CHI
775,2778330162,CHI
776,2779706042,CHI
777,2039088755,CHI
778,2039109527,CHI
779,2039122577,CHI
780,2039122665,CHI
781,2039127965,CHI
782,2039142892,CHI
783,2039163945,CHI
784,2039189701,CHI
785,2039202248,CHI
786,2039205211,CHI
787,2039230202,CHI
788,16825175,CHI
789,2039302531,CHI
790,2039318548,CHI
791,2039320060,CHI
792,2039337629,CHI
793,2039348779,CHI
794,2039371996,CHI
795,2039397934,CHI
796,2039408789,CHI
797,2039411789,CHI
798,2039413011,CHI
799,2039425613,CHI
800,2039431226,CHI
801,2039440413,CHI
802,2039446642,CHI
803,2039451899,CHI
804,2039502770,CHI
805,2039520143,CHI
806,2039541251,CHI
807,2039560038,CHI
808,2039635626,CHI
809,2039646825,CHI
810,2039713011,CHI
811,2039719870,CHI
812,2039759461,CHI
813,2039784599,CHI
814,2039817144,CHI
815,2039819956,CHI
816,2039837919,CHI
817,2039843164,CHI
818,2039924064,CHI
819,2039924101,CHI
820,2040013478,CHI
821,2040055967,CHI
822,2040074645,CHI
823,2040090977,CHI
824,2040143687,CHI
825,2040161591,CHI
826,2040163962,CHI
827,2040164797,CHI
828,2040166267,CHI
829,2040166629,CHI
830,2040187089,CHI
831,2040244898,CHI
832,2040254913,CHI
833,2040281971,CHI
834,2040286865,CHI
835,2040290465,CHI
836,2040293475,CHI
837,2040298369,CHI
838,2040312579,CHI
839,2040326218,CHI
840,2040327654,CHI
841,2040330508,CHI
842,2040340398,CHI
843,2040372247,CHI
844,2040374302,CHI
845,2040440427,CHI
846,2040460024,CHI
847,2040484671,CHI
848,2040485392,CHI
849,2040489632,CHI
850,2040524571,CHI
851,2040529391,CHI
852,2040582146,CHI
853,2040602726,CHI
854,2040619504,CHI
855,23799494,CHI
856,2040684383,CHI
857,2040688751,CHI
858,2040716446,CHI
859,2040718291,CHI
860,2040728860,CHI
861,2040728913,CHI
862,2040734216,CHI
863,2040749196,CHI
864,2040758758,CHI
865,2040768664,CHI
866,2040791692,CHI
867,2040809202,CHI
868,2040845182,CHI
869,2040866417,CHI
870,1998310909,CHI
871,2076344199,CHI
872,1998322375,CHI
873,1998322506,CHI
874,1977878918,CHI
875,2076352443,CHI
876,1977890343,CHI
877,1977890980,CHI
878,1998340139,CHI
879,1998342921,CHI
880,1977895658,CHI
881,1977898440,CHI
882,1998352566,CHI
883,1977907380,CHI
884,2076393877,CHI
885,1998378547,CHI
886,1998378583,CHI
887,2076408193,CHI
888,1998390060,CHI
889,1977965389,CHI
890,1977974018,CHI
891,1998423999,CHI
892,1998431265,CHI
893,2076457780,CHI
894,1998433274,CHI
895,2076459890,CHI
896,2076463985,CHI
897,1977990515,CHI
898,2076475961,CHI
899,1998467524,CHI
900,1978023317,CHI
901,2076505159,CHI
902,1978036347,CHI
903,1978036451,CHI
904,2076510983,CHI
905,1998487318,CHI
906,1978053505,CHI
907,1978056664,CHI
908,2076531516,CHI
909,2076536414,CHI
910,2076538271,CHI
911,1978067770,CHI
912,1978076278,CHI
913,1998530950,CHI
914,2076566073,CHI
915,1978106557,CHI
916,1998575585,CHI
917,1978129899,CHI
918,1998589465,CHI
919,1998602744,CHI
920,1998603833,CHI
921,1978162256,CHI
922,1978189331,CHI
923,2076670194,CHI
924,1978194410,CHI
925,2076685657,CHI
926,1998661421,CHI
927,1978219384,CHI
928,2076697869,CHI
929,1978220276,CHI
930,2076706792,CHI
931,1998695157,CHI
932,2076726556,CHI
933,1998696934,CHI
934,2076728505,CHI
935,2076730202,CHI
936,1978258521,CHI
937,2076760947,CHI
938,1998735824,CHI
939,2076770293,CHI
940,1978292705,CHI
941,2076778095,CHI
942,1978299188,CHI
943,2076783797,CHI
944,1978322242,CHI
945,1998771435,CHI
946,2076803806,CHI
947,2076804559,CHI
948,1998773852,CHI
949,1978338789,CHI
950,1998789155,CHI
951,2076824182,CHI
952,1978346977,CHI
953,1978350127,CHI
954,2076834499,CHI
955,1998804880,CHI
956,2076839613,CHI
957,2076842709,CHI
958,1978364438,CHI
959,1978365632,CHI
960,1978367807,CHI
961,1998818664,CHI
962,2076856570,CHI
963,1978378813,CHI
964,2076860077,CHI
965,1978383210,CHI
966,1978383967,CHI
967,2076864883,CHI
968,1978388190,CHI
969,2076868093,CHI
970,1998841208,CHI
971,1978401434,CHI
972,1998856591,CHI
973,2076891891,CHI
974,1998876446,CHI
975,2076913053,CHI
976,1998883047,CHI
977,1978440543,CHI
978,1978443950,CHI
979,2076929074,CHI
980,2076930269,CHI
981,2076930673,CHI
982,1978451550,CHI
983,1998898665,CHI
984,1998901828,CHI
985,2076936591,CHI
986,2076939508,CHI
987,1978461414,CHI
988,1978464822,CHI
989,1978464849,CHI
990,1998915522,CHI
991,2076949517,CHI
992,2076952411,CHI
993,2076957688,CHI
994,1978482326,CHI
995,2076963239,CHI
996,1998936814,CHI
997,2076987860,CHI
998,1978508646,CHI
999,2076990046,CHI
1000,2076991801,CHI
1001,1998962020,CHI
1002,2076997333,CHI
1003,2076998905,CHI
1004,1998968667,CHI
1005,1998970095,CHI
1006,1978529753,CHI
1007,2077010514,CHI
1008,1998995270,CHI
1009,1978559767,CHI
1010,1999006865,CHI
1011,2077043850,CHI
1012,2077050991,CHI
1013,1999020641,CHI
1014,2077057201,CHI
1015,1978581511,CHI
1016,1978586990,CHI
1017,1999035812,CHI
1018,1978591362,CHI
1019,2077072320,CHI
1020,1999043044,CHI
1021,2077078058,CHI
1022,2077086081,CHI
1023,1978637782,CHI
1024,1999097986,CHI
1025,1999101992,CHI
1026,1999112241,CHI
1027,1999113345,CHI
1028,1999114685,CHI
1029,2077147535,CHI
1030,1999119236,CHI
1031,2077167455,CHI
1032,2077177806,CHI
1033,1999147614,CHI
1034,1978714842,CHI
1035,2077201393,CHI
1036,1978720615,CHI
1037,1999181537,CHI
1038,1978735441,CHI
1039,1978737019,CHI
1040,1978743665,CHI
1041,1978744560,CHI
1042,1999196543,CHI
1043,1999204358,CHI
1044,1999211859,CHI
1045,1999217253,CHI
1046,1978773678,CHI
1047,1999224599,CHI
1048,1978781813,CHI
1049,1999234580,CHI
1050,1999235772,CHI
1051,2077269583,CHI
1052,2077281136,CHI
1053,1978801822,CHI
1054,1999256033,CHI
1055,2077290989,CHI
1056,1978810044,CHI
1057,1978814076,CHI
1058,2077300629,CHI
1059,1978824885,CHI
1060,1978827237,CHI
1061,1978838258,CHI
1062,2077323453,CHI
1063,1978844985,CHI
1064,1978848953,CHI
1065,1978853836,CHI
1066,1999308248,CHI
1067,1999308423,CHI
1068,1978864611,CHI
1069,2077351074,CHI
1070,1978867833,CHI
1071,1999318796,CHI
1072,2077363693,CHI
1073,2077375802,CHI
1074,1999343997,CHI
1075,2077380011,CHI
1076,1999363858,CHI
1077,1999368213,CHI
1078,1999376785,CHI
1079,1978932592,CHI
1080,2077420680,CHI
1081,1978936789,CHI
1082,1999388303,CHI
1083,1978941942,CHI
1084,2077436482,CHI
1085,2077442253,CHI
1086,2077444464,CHI
1087,2077447683,CHI
1088,2077464049,CHI
1089,1978982225,CHI
1090,2077467219,CHI
1091,1999433949,CHI
1092,1978986669,CHI
1093,1978999782,CHI
1094,1979006568,CHI
1095,2077501939,CHI
1096,1999474864,CHI
1097,2077522763,CHI
1098,1979038477,CHI
1099,1999490728,CHI
1100,1979042021,CHI
1101,1979052857,CHI
1102,2077539643,CHI
1103,2077556592,CHI
1104,2077561308,CHI
1105,1979089907,CHI
1106,1979091184,CHI
1107,2077577935,CHI
1108,2077582900,CHI
1109,1979102283,CHI
1110,1999555653,CHI
1111,1999558161,CHI
1112,2077593304,CHI
1113,1979107521,CHI
1114,1999561823,CHI
1115,2077598347,CHI
1116,1999570639,CHI
1117,1999587069,CHI
1118,2077622300,CHI
1119,1979154252,CHI
1120,1999614933,CHI
1121,1979168702,CHI
1122,1999627280,CHI
1123,2077663104,CHI
1124,1979180763,CHI
1125,1979206663,CHI
1126,2077701726,CHI
1127,2077703646,CHI
1128,1999680439,CHI
1129,1999680491,CHI
1130,1999682443,CHI
1131,2077724862,CHI
1132,1999695239,CHI
1133,1979245965,CHI
1134,2077737944,CHI
1135,1979253984,CHI
1136,1979255355,CHI
1137,2077763064,CHI
1138,2261289103,CHI
1139,1999727602,CHI
1140,1999735224,CHI
1141,1999736744,CHI
1142,2077775895,CHI
1143,1979298363,CHI
1144,2077787637,CHI
1145,1979303232,CHI
1146,1979308041,CHI
1147,1979318584,CHI
1148,1979333198,CHI
1149,2077838338,CHI
1150,1979353281,CHI
1151,2077851929,CHI
1152,1999814814,CHI
1153,1979364125,CHI
1154,2077854636,CHI
1155,1999820673,CHI
1156,1999826778,CHI
1157,1979379535,CHI
1158,1979395884,CHI
1159,1979399225,CHI
1160,1979403545,CHI
1161,1999860282,CHI
1162,1999862829,CHI
1163,1979416796,CHI
1164,1999871745,CHI
1165,1999873079,CHI
1166,1999880904,CHI
1167,1999882634,CHI
1168,2077922730,CHI
1169,1979447672,CHI
1170,1999902175,CHI
1171,2077940530,CHI
1172,1999911911,CHI
1173,1999921637,CHI
1174,1999925958,CHI
1175,2077978160,CHI
1176,1979500592,CHI
1177,1979501716,CHI
1178,2077995507,CHI
1179,1999963548,CHI
1180,2078003482,CHI
1181,2078008431,CHI
1182,1999970649,CHI
1183,2078012510,CHI
1184,1999974025,CHI
1185,1979524727,CHI
1186,1999976769,CHI
1187,2078032740,CHI
1188,2078039428,CHI
1189,1979549501,CHI
1190,1979555337,CHI
1191,2078049012,CHI
1192,1979567424,CHI
1193,2078058505,CHI
1194,2000020989,CHI
1195,2000025302,CHI
1196,2000029932,CHI
1197,1979581852,CHI
1198,2000036724,CHI
1199,1979597072,CHI
1200,2078091234,CHI
1201,2078105735,CHI
1202,1979632153,CHI
1203,1979632651,CHI
1204,2000106375,CHI
1205,2078147855,CHI
1206,2000116296,CHI
1207,1979666579,CHI
1208,2000122588,CHI
1209,2000124239,CHI
1210,2078178105,CHI
1211,2000138315,CHI
1212,1979710001,CHI
1213,2000161997,CHI
1214,2000176158,CHI
1215,2264168823,CHI
1216,2160232633,CHI
1217,2160234836,CHI
1218,2163397906,CHI
1219,2163430545,CHI
1220,2160285203,CHI
1221,2160288944,CHI
1222,2163444123,CHI
1223,2163461704,CHI
1224,2160310090,CHI
1225,2160310878,CHI
1226,2163471251,CHI
1227,2160318655,CHI
1228,2163473965,CHI
1229,2163491151,CHI
1230,2163493837,CHI
1231,2163536492,CHI
1232,2160385283,CHI
1233,2163550548,CHI
1234,2160397312,CHI
1235,2160400196,CHI
1236,2163575438,CHI
1237,2163580112,CHI
1238,2163582782,CHI
1239,2163592454,CHI
1240,2163602058,CHI
1241,2163608907,CHI
1242,2160469280,CHI
1243,2163631122,CHI
1244,2163632579,CHI
1245,2160479756,CHI
1246,2160480535,CHI
1247,2163638549,CHI
