,mag_id,venue
265,1643739914,CSCW
266,1643892426,UBI
267,1645619290,UBI
268,1674092947,CSCW
269,1677501911,UBI
270,1681671561,UBI
271,1698721685,UBI
272,1721795135,CHI
273,1741207179,CSCW
274,1747887080,UIST
275,1750583979,CSCW
276,1754309194,UBI
277,1757644187,UBI
278,1766132867,CHI
279,1769639936,UBI
280,1771814092,CSCW
281,1772229956,CHI
282,1778157283,UBI
283,1784191631,UBI
284,1784363444,UBI
285,1785487311,UBI
286,1789019621,UBI
287,1791762382,UIST
288,1793237213,UBI
289,1795384171,UBI
290,1797935452,CSCW
291,1803279603,UBI
292,1806624375,UBI
293,1809001740,UBI
294,1809977944,UBI
295,1811908717,UBI
296,1812533755,UBI
297,1818399949,CSCW
298,1820635546,CSCW
299,1830572946,UBI
300,1832495378,UBI
301,1834627372,UIST
302,1835689522,UBI
303,1845382878,UIST
304,1846700384,UBI
305,1851557440,CSCW
306,1854073412,CHI
307,1855825008,UBI
308,1859579244,UBI
309,1860259465,UBI
310,1865003625,UBI
311,1867549844,UBI
312,1878005936,UBI
313,1878594119,UBI
314,1881739113,UBI
315,1887771850,UBI
316,1890163074,UBI
317,1891649657,UBI
318,1915982299,UBI
319,1926706598,UBI
320,1932433406,CSCW
321,1933269230,CSCW
322,1944600025,UBI
323,1945450724,UBI
324,1948677622,UBI
325,1949232578,CSCW
326,1958459395,CHI
327,1963486710,CHI
328,1963493397,CHI
329,1963514957,CHI
330,1963526143,CHI
331,1963545996,UIST
332,1963591266,UBI
333,1963597005,CHI
334,1963605522,CHI
335,1963610959,CHI
336,1963636106,UBI
337,1963639438,CHI
338,1963641095,CHI
339,1963667723,CHI
340,1963674202,UBI
341,1963699554,CHI
342,1963730727,UBI
343,1963735412,CHI
344,1963741253,CHI
345,1963756283,CHI
346,1963796315,CSCW
347,1963806849,CHI
348,1963806865,UBI
349,1963822838,UIST
350,1963831531,CHI
351,1963835961,CHI
352,1963837235,CHI
353,1963851237,CHI
354,1963868955,CSCW
355,1963870597,CHI
356,1963877695,CHI
357,1963882197,CHI
358,1963885459,CSCW
359,1963886683,UBI
360,1963887808,UIST
361,1963891044,CHI
362,1963893088,CHI
363,1963894219,CHI
364,1963925949,UBI
365,1963944641,CHI
366,1963947067,CSCW
367,1963955036,CHI
368,1963959836,UIST
369,1963960121,UIST
370,1963984265,CHI
371,1964008747,CHI
372,1964023646,UBI
373,1964048414,CHI
374,1964053818,CHI
375,1964054299,CHI
376,1964067119,CHI
377,1964067440,CHI
378,1964067895,UIST
379,1964074387,CHI
380,1964098262,UIST
381,1964102140,CHI
382,1964102455,CSCW
383,1964108021,CSCW
384,1964112603,CHI
385,1964116302,CHI
386,1964141538,CHI
387,1964142081,CSCW
388,1964162401,CHI
389,1964177056,CHI
390,1964178275,CHI
391,1964179632,CHI
392,1964188252,CHI
393,1964200331,CHI
394,1964203685,CHI
395,1964225330,UBI
396,1964247592,UBI
397,1964261008,CHI
398,1964281351,CHI
399,1964306949,CHI
400,1964308284,CHI
401,1964311236,CHI
402,1964323399,CHI
403,1964330665,CHI
404,1964380033,CHI
405,1964406984,CHI
406,1964412911,CHI
407,1964415349,UIST
408,1964417866,CHI
409,1964447049,UIST
410,1964450501,UBI
411,1964469231,CHI
412,1964478843,CHI
413,1964487074,CSCW
414,1964492603,CSCW
415,1964500333,CHI
416,1964505545,CHI
417,1964526536,CHI
418,1964558458,CSCW
419,1964574615,CHI
420,1964581558,CHI
421,1964589806,CHI
422,1964622094,CHI
423,1964623182,UBI
424,1964638689,UIST
425,1964639420,CHI
426,1964641564,CSCW
427,1964651155,UBI
428,1964652812,CHI
429,1964665689,CHI
430,1964691073,CHI
431,1964708859,CHI
432,1964716780,CHI
433,1964718539,CHI
434,1964739588,UBI
435,1964743069,CHI
436,1964757858,UIST
437,1964758666,CHI
438,1964776506,CHI
439,1964777248,CHI
440,1964785425,CHI
441,1964813657,CHI
442,1964819010,CHI
443,1964819260,CHI
444,1964831508,CSCW
445,1964843483,CHI
446,1964844931,CHI
447,1964854416,UBI
448,1964854565,CHI
449,1964866594,CHI
450,1964883191,UIST
451,1964889320,CSCW
452,1964889825,CHI
453,1964890395,CHI
454,1964894161,CHI
455,1964908955,CHI
456,1964933335,CHI
457,1964943134,CSCW
458,1964947541,CHI
459,1964988085,UIST
460,1964990544,CHI
461,1964997540,CHI
462,1965029319,CHI
463,1965031547,CHI
464,1965079917,CHI
465,1965090440,UBI
466,1965103374,CHI
467,1965115311,CSCW
468,1965145688,CHI
469,1965157062,CHI
470,1965158896,CHI
471,1965174878,CHI
472,1965177854,UBI
473,1965190535,CHI
474,1965192441,CHI
475,1965211087,CHI
476,1965220519,CHI
477,1965245371,CHI
478,1965254054,UBI
479,1965262880,CHI
480,1965299744,CHI
481,1965300695,CHI
482,1965310226,CHI
483,1965322395,CHI
484,1965330091,CHI
485,1965341134,CHI
486,1965341785,CHI
487,1965353241,CHI
488,1965361362,CHI
489,1965374734,CSCW
490,1965382725,CHI
491,1965389729,CSCW
492,1965395943,CHI
493,1965406665,CHI
494,1965408678,CHI
495,1965415330,UIST
496,1965424137,CHI
497,1965447681,UIST
498,1965450400,CSCW
499,1965482477,CHI
500,1965484706,CSCW
501,1965485094,CHI
502,1965493333,CHI
503,1965493816,CHI
504,1965507984,CHI
505,1965508913,CHI
506,1965519931,CHI
507,1965534305,CHI
508,1965541325,CHI
509,1965561489,CSCW
510,1965609593,CHI
511,1965616957,UIST
512,1965632558,CHI
513,1965695858,CHI
514,1965702686,CHI
515,1965724341,CHI
516,1965741745,CHI
517,1965757645,CHI
518,1965773696,CHI
519,1965779990,CSCW
520,1965786395,UIST
521,1965793612,CHI
522,1965808162,CHI
523,1965809599,CHI
524,1965811511,CHI
525,1965825375,UIST
526,1965829796,CHI
527,1965863284,CHI
528,1965867622,CHI
529,1965904009,CSCW
530,1965905625,CHI
531,1965910637,CHI
532,1965911550,CHI
533,1965931250,CHI
534,1965935224,CHI
535,1965945062,CHI
536,1965946949,CHI
537,1965973343,CHI
538,1965977960,CHI
539,1965999033,UBI
540,1966010110,UBI
541,1966023443,CHI
542,1966051215,CHI
543,1966064368,CHI
544,1966073313,CHI
545,1966076287,UIST
546,1966078370,CHI
547,1966081597,CSCW
548,1966103652,CSCW
549,1966104470,CSCW
550,1966122771,CHI
551,1966129210,CHI
552,1966131123,CHI
553,1966149901,CHI
554,1966171146,CHI
555,1966186971,CHI
556,1966195197,CHI
557,1966195734,CHI
558,1966208549,CSCW
559,1966243576,CHI
560,1966250271,CHI
561,1966257193,CHI
562,1966267810,CHI
563,1966279822,CHI
564,1966291612,UBI
565,1966308140,CHI
566,1966320252,CHI
567,1966338128,CHI
568,1966341452,CHI
569,1966347992,CHI
570,1966353367,CHI
571,1966372610,CHI
572,1966376930,CHI
573,1966383438,CHI
574,1966392344,CHI
575,1966404615,CHI
576,1966410576,CHI
577,1966417345,CSCW
578,1966432145,CHI
579,1966434433,CHI
580,1966435515,CSCW
581,1966443287,CHI
582,1966481449,CHI
583,1966508407,CHI
584,1966518476,CHI
585,1966529870,CHI
586,1966539473,CHI
587,1966576031,CHI
588,1966578635,CHI
589,1966585462,UIST
590,1966585582,CHI
591,1966590372,UBI
592,1966625046,CHI
593,1966634790,CHI
594,1966663330,CHI
595,1966671519,CHI
596,1966672905,CHI
597,1966709582,CHI
598,1966716717,UIST
599,1966720382,CHI
600,1966731545,CHI
601,1966741117,CHI
602,1966750916,UBI
603,1966756247,UIST
604,1966769370,CHI
605,1966782498,CHI
606,1966818161,CHI
607,1966836041,CHI
608,1966843031,CHI
609,1966852018,CSCW
610,1966852727,CHI
611,1966853307,CHI
612,1966854527,CHI
613,1966856516,CHI
614,1966877250,CHI
615,1966904113,CHI
616,1966911549,CHI
617,1966915426,UIST
618,1966916570,CHI
619,1966931560,CHI
620,1966945194,CHI
621,1966951973,CHI
622,1966957360,CHI
623,1966988575,CHI
624,1966999667,CHI
625,1967003002,CHI
626,1967011969,CHI
627,1967028800,CSCW
628,1967031417,CHI
629,1967033510,UIST
630,1967042038,CSCW
631,1967043437,CHI
632,1967093019,UIST
633,1967145152,CHI
634,1967163817,CHI
635,1967164474,CHI
636,1967164904,CSCW
637,1967175747,CHI
638,1967186881,CHI
639,1967193415,UBI
640,1967234574,CHI
641,1967265071,CSCW
642,1967274844,CHI
643,1967289929,CHI
644,1967318030,CHI
645,1967356605,CHI
646,1967376200,CHI
647,1967415876,CHI
648,1967422521,UIST
649,1967451823,CHI
650,1967465830,UIST
651,1967483856,CSCW
652,1967511895,CHI
653,1967522049,CSCW
654,1967528915,CHI
655,1967531190,UBI
656,1967539005,CHI
657,1967557272,CHI
658,1967562704,UBI
659,1967566053,CHI
660,1967576841,UIST
661,1967590480,CHI
662,1967614640,CHI
663,1967641825,CHI
664,1967654545,UBI
665,1967667767,CHI
666,1967722384,CHI
667,1967725643,CHI
668,1967728853,CHI
669,1967731596,CHI
670,1967747542,CHI
671,1967753609,CHI
672,1967755413,CHI
673,1967761207,CHI
674,1967776900,CSCW
675,1967819167,CHI
676,1967824472,UBI
677,1967832630,CHI
678,1967840171,CHI
679,1967843818,UBI
680,1967852862,CHI
681,1967884112,CHI
682,1967909422,UIST
683,1967918903,CHI
684,1967927665,CHI
685,1967932767,UIST
686,1967947079,CHI
687,1967951308,CHI
688,1967954098,CHI
689,1967958264,CHI
690,1967963090,CHI
691,1967969564,CHI
692,1967971072,CHI
693,1967971123,UIST
694,1967980848,CHI
695,1967998665,CHI
696,1968024400,CHI
697,1968045199,CHI
698,1968064228,CSCW
699,1968095412,CHI
700,1968114112,CHI
701,1968156959,CHI
702,1968160339,CHI
703,1968167036,CHI
704,1968183350,CHI
705,1968197118,UBI
706,1968213858,CHI
707,1968216252,CHI
708,1968216880,UIST
709,1968222252,UBI
710,1968234006,CHI
711,1968251213,CHI
712,1968251787,UIST
713,1968264129,CHI
714,1968273235,CSCW
715,1968284122,CHI
716,1968299435,CHI
717,1968309743,CSCW
718,1968326021,UIST
719,1968337807,CHI
720,1968339636,CHI
721,1968343448,CHI
722,1968373672,CHI
723,1968398433,CHI
724,1968409835,CHI
725,1968410104,CHI
726,1968423587,CSCW
727,1968477640,CHI
728,1968506297,CSCW
729,1968508548,CHI
730,1968512144,CHI
731,1968513469,CSCW
732,1968518193,CHI
733,1968535356,CHI
734,1968538807,CHI
735,1968551343,CSCW
736,1968555379,CHI
737,1968573414,CHI
738,1968581336,CHI
739,1968584567,CHI
740,1968589407,UIST
741,1968595779,CHI
742,1968611830,CHI
743,1968647472,CHI
744,1968655745,CHI
745,1968666817,CHI
746,1968670294,CHI
747,1968676685,CHI
748,1968678168,CHI
749,1968686231,CHI
750,1968703621,CHI
751,1968716909,CHI
752,1968723667,CHI
753,1968728728,CHI
754,1968734319,CHI
755,1968742980,CHI
756,1968755386,CSCW
757,1968757409,CHI
758,1968770337,CHI
759,1968784147,CHI
760,1968784535,CHI
761,1968794558,CSCW
762,1968809565,CSCW
763,1968820798,CHI
764,1968836122,CHI
765,1968845194,CHI
766,1968856879,CHI
767,1968876894,CHI
768,1968888121,CHI
769,1968910093,CHI
770,1968939124,CHI
771,1968940857,UIST
772,1968952347,CHI
773,1968954098,CHI
774,1968960638,UBI
775,1968963313,UIST
776,1968987369,CHI
777,1969005113,CHI
778,1969020344,CHI
779,1969047655,CHI
780,1969052573,CSCW
781,1969053271,CHI
782,1969078799,CHI
783,1969088462,CSCW
784,1969091005,CHI
785,1969110305,CHI
786,1969158765,CHI
787,1969167545,CHI
788,1969182312,CHI
789,1969185721,CHI
790,1969198938,CHI
791,1969219160,CHI
792,1969219435,CHI
793,1969224847,CHI
794,1969269887,CHI
795,1969277770,CSCW
796,1969287811,CSCW
797,1969289488,CHI
798,1969307352,UBI
799,1969348565,CHI
800,1969359217,CHI
801,1969372095,CHI
802,1969397389,CHI
803,1969411960,CHI
804,1969416622,CHI
805,1969421804,UIST
806,1969424968,CHI
807,1969429586,CHI
808,1969433118,CHI
809,1969433651,CSCW
810,1969439151,CSCW
811,1969440629,UIST
812,1969441450,UBI
813,1969475963,CHI
814,1969506001,CHI
815,1969513056,CHI
816,1969518342,UBI
817,1969559532,CHI
818,1969571418,CHI
819,1969573829,UIST
820,1969590955,CHI
821,1969595871,CHI
822,1969608405,CHI
823,1969637589,CHI
824,1969650121,CHI
825,1969653669,CHI
826,1969654186,CHI
827,1969657452,CHI
828,1969659497,CHI
829,1969665019,UIST
830,1969667971,CHI
831,1969680685,CHI
832,1969684495,UIST
833,1969688826,CSCW
834,1969698040,CHI
835,1969709942,CHI
836,1969725661,CHI
837,1969739431,CHI
838,1969740420,CHI
839,1969749987,CHI
840,1969752803,CHI
841,1969753454,CHI
842,1969762831,CHI
843,1969768225,CHI
844,1969770357,CHI
845,1969784435,CHI
846,1969798487,CHI
847,1969830854,CSCW
848,1969833714,CHI
849,1969862674,CSCW
850,1969864415,CHI
851,1969870546,CHI
852,1969890724,CHI
853,1969900156,CHI
854,1969902394,UBI
855,1969903350,CHI
856,1969903632,CSCW
857,1969920297,UIST
858,1969954363,CHI
859,1969954861,CHI
860,1969958430,CHI
861,1969983719,CHI
862,1970002980,CSCW
863,1970007814,CHI
864,1970011084,CHI
865,1970022914,CSCW
866,1970044051,CHI
867,1970057605,CHI
868,1970070732,UBI
869,1970074135,CHI
870,1970096522,CHI
871,1970109039,CHI
872,1970110819,CSCW
873,1970111871,CHI
874,1970119719,CHI
875,1970122500,CHI
876,1970138397,CHI
877,1970150222,CHI
878,1970153366,CHI
879,1970183064,UBI
880,1970187427,CHI
881,1970188685,CHI
882,1970195427,CHI
883,1970226450,CHI
884,1970248169,CHI
885,1970261132,CSCW
886,1970263739,UBI
887,1970265813,CHI
888,1970294623,CHI
889,1970302115,CHI
890,1970334548,UIST
891,1970352907,CHI
892,1970353722,CHI
893,1970371410,CHI
894,1970375846,UBI
895,1970376750,CHI
896,1970410798,CHI
897,1970421072,CHI
898,1970439492,CSCW
899,1970445839,UBI
900,1970455354,CHI
901,1970466312,CHI
902,1970474749,CHI
903,1970478628,UIST
904,1970481792,CHI
905,1970499190,CHI
906,1970502174,CSCW
907,1970505890,CHI
908,1970534474,CHI
909,1970579617,CHI
910,1970593747,CHI
911,1970599816,CSCW
912,1970618367,UIST
913,1970643071,CHI
914,1970646631,UBI
915,1970647479,CHI
916,1970668914,CHI
917,1970680563,CHI
918,1970687670,CHI
919,1970768240,CSCW
920,1970768670,UBI
921,1970769265,CHI
922,1970770229,CHI
923,1970777289,CHI
924,1970787981,CHI
925,1970791906,CHI
926,1970823786,CHI
927,1970846600,UBI
928,1970854176,CHI
929,1970879227,CHI
930,1970884959,CHI
931,1970910460,CHI
932,1970914440,CHI
933,1970924458,CSCW
934,1970945112,CHI
935,1970957984,CHI
936,1970961079,CHI
937,1970973561,CHI
938,1970979409,CHI
939,1970989086,CSCW
940,1970993015,UIST
941,1971000714,CHI
942,1971019400,CHI
943,1971022897,CHI
944,1971026123,CHI
945,1971044260,UBI
946,1971051913,CHI
947,1971054865,CHI
948,1971075871,UIST
949,1971079364,CHI
950,1971081708,CHI
951,1971100160,CHI
952,1971100852,CSCW
953,1971112850,UBI
954,1971117094,UIST
955,1971130285,UBI
956,1971132461,CHI
957,1971133830,CHI
958,1971172869,CHI
959,1971176724,UIST
960,1971197532,CHI
961,1971198197,CSCW
962,1971208828,CHI
963,1971209392,UBI
964,1971218461,UIST
965,1971234959,CHI
966,1971237236,CHI
967,1971238833,CHI
968,1971239652,CHI
969,1971303367,CHI
970,1971314683,UIST
971,1971325504,CHI
972,1971344517,CHI
973,1971348350,CHI
974,1971348553,CSCW
975,1971359048,CHI
976,1971382282,CSCW
977,1971403407,CHI
978,1971431592,CHI
979,1971445465,CHI
980,1971455891,CHI
981,1971458834,CHI
982,1971467325,CHI
983,1971475583,CHI
984,1971498681,UIST
985,1971513485,CHI
986,1971518276,UIST
987,1971527896,UIST
988,1971530751,CHI
989,1971537802,CHI
990,1971540317,CHI
991,1971553215,CSCW
992,1971578604,CSCW
993,1971616719,CHI
994,1971636623,CHI
995,1971660807,CHI
996,1971687169,CHI
997,1971688992,CHI
998,1971690922,CHI
999,1971706773,UIST
1000,1971710245,CHI
1001,1971743072,CHI
1002,1971743082,CHI
1003,1971744600,CHI
1004,1971755837,CHI
1005,1971771957,CHI
1006,1971786821,CHI
1007,1971788145,CHI
1008,1971792798,CHI
1009,1971805437,UBI
1010,1971808127,CHI
1011,1971822468,CHI
1012,1971829649,CHI
1013,1971842265,CSCW
1014,1971849900,CHI
1015,1971877589,UIST
1016,1971878643,CHI
1017,1971891706,CHI
1018,1971894322,CSCW
1019,1971903669,CHI
1020,1971904970,CHI
1021,1971907148,CHI
1022,1971910057,CHI
1023,1971930425,CHI
1024,1971936274,CHI
1025,1971945868,CHI
1026,1971957101,CHI
1027,1971957691,CHI
1028,1971962073,CHI
1029,1972009910,CHI
1030,1972015764,CHI
1031,1972044895,CHI
1032,1972051027,UIST
1033,1972062093,CHI
1034,1972086184,CSCW
1035,1972113424,CHI
1036,1972131969,CHI
1037,1972132768,CHI
1038,1972142468,CSCW
1039,1972160553,CHI
1040,1972195549,CHI
1041,1972202388,CHI
1042,1972207950,UIST
1043,1972208698,CHI
1044,1972215950,CSCW
1045,1972226471,CHI
1046,1972229318,CSCW
1047,1972234007,CHI
1048,1972239941,CHI
1049,1972241730,CHI
1050,1972243012,UBI
1051,1972253352,CHI
1052,1972254508,CHI
1053,1972255200,CHI
1054,1972287692,CHI
1055,1972290692,CHI
1056,1972297970,CHI
1057,1972338714,CHI
1058,1972338929,UBI
1059,1972360881,CHI
1060,1972371783,UIST
1061,1972373885,CHI
1062,1972381535,CHI
1063,1972394480,UBI
1064,1972441915,CHI
1065,1972446373,CHI
1066,1972463669,CHI
1067,1972488705,CHI
1068,1972497670,CHI
1069,1972504378,CHI
1070,1972522806,CHI
1071,1972524556,CHI
1072,1972544475,CHI
1073,1972555953,CHI
1074,1972570173,UIST
1075,1972575571,CHI
1076,1972580182,CHI
1077,1972593393,CHI
1078,1972617898,CHI
1079,1972627530,UBI
1080,1972630417,UBI
1081,1972633689,CHI
1082,1972642309,CHI
1083,1972646461,CHI
1084,1972648436,CHI
1085,1972666063,CSCW
1086,1972687212,CHI
1087,1972697014,CSCW
1088,1972702954,CHI
1089,1972703107,CHI
1090,1972725887,UBI
1091,1972753479,CHI
1092,1972754743,CHI
1093,1972760223,CHI
1094,1972785869,CHI
1095,1972789951,CHI
1096,1972798951,CHI
1097,1972810553,CHI
1098,1972814125,CHI
1099,1972833914,CHI
1100,1972842862,CHI
1101,1972850736,CHI
1102,1972868357,CSCW
1103,1972873406,CHI
1104,1972874214,CSCW
1105,1972894083,CHI
1106,1972902823,CHI
1107,1972917314,CHI
1108,1972924609,CSCW
1109,1972929146,CSCW
1110,1972940641,CHI
1111,1972983165,CHI
1112,1972988737,CHI
1113,1973001802,CHI
1114,1973002170,CHI
1115,1973003728,CHI
1116,1973006075,CHI
1117,1973008108,UIST
1118,1973022999,CHI
1119,1973042940,CHI
1120,1973058204,CHI
1121,1973061957,CHI
1122,1973066772,CHI
1123,1973067315,UBI
1124,1973070506,CHI
1125,1973085417,CSCW
1126,1973113095,CHI
1127,1973130006,CSCW
1128,1973131966,CHI
1129,1973159416,CHI
1130,1973159433,UBI
1131,1973161663,CHI
1132,1973171840,CHI
1133,1973178583,CHI
1134,1973186774,CHI
1135,1973188845,CHI
1136,1973200185,UBI
1137,1973204444,UIST
1138,1973207727,CHI
1139,1973209291,UBI
1140,1973221270,CHI
1141,1973227779,CHI
1142,1973231775,CHI
1143,1973244543,CHI
1144,1973245907,CHI
1145,1973247829,CHI
1146,1973263916,CSCW
1147,1973267558,UBI
1148,1973276362,CHI
1149,1973287123,CSCW
1150,1973288263,CHI
1151,1973293104,CHI
1152,1973293254,CHI
1153,1973304104,CHI
1154,1973304292,CHI
1155,1973304785,CSCW
1156,1973331852,CHI
1157,1973335044,CHI
1158,1973341732,CHI
1159,1973345463,CHI
1160,1973356965,CHI
1161,1973394302,CHI
1162,1973394557,CHI
1163,1973394788,UBI
1164,1973412420,CHI
1165,1973447178,CSCW
1166,1973449322,UIST
1167,1973491470,CSCW
1168,1973507531,CHI
1169,1973531418,CHI
1170,1973542843,CHI
1171,1973551833,CSCW
1172,1973552960,CHI
1173,1973560342,CHI
1174,1973567423,CHI
1175,1973595223,UIST
1176,1973615129,UBI
1177,1973618798,CHI
1178,1973656368,CHI
1179,1973661582,UBI
1180,1973665070,CHI
1181,1973667933,CHI
1182,1973703238,CHI
1183,1973704674,CHI
1184,1973708575,CHI
1185,1973745588,CHI
1186,1973762327,CHI
1187,1973769763,CHI
1188,1973775875,CHI
1189,1973785573,CHI
1190,1973787390,CHI
1191,1973788259,CHI
1192,1973812891,UIST
1193,1973817279,CHI
1194,1973879477,CHI
1195,1973886263,CHI
1196,1973887339,CHI
1197,1973901738,CHI
1198,1973903952,CHI
1199,1973905217,CSCW
1200,1973913828,CHI
1201,1973916560,CHI
1202,1973937016,CHI
1203,1973937368,CHI
1204,1973971463,CHI
1205,1973973460,CHI
1206,1974006219,CHI
1207,1974021497,CHI
1208,1974034013,CHI
1209,1974041258,CHI
1210,1974053823,CHI
1211,1974063011,CHI
1212,1974076088,CSCW
1213,1974077268,CHI
1214,1974089669,CHI
1215,1974101760,CHI
1216,1974133563,CHI
1217,1974172447,CSCW
1218,1974179303,CHI
1219,1974179469,CHI
1220,1974179570,CHI
1221,1974184852,UIST
1222,1974186333,UBI
1223,1974187072,CHI
1224,1974193912,CHI
1225,1974212328,CHI
1226,1974229669,CHI
1227,1974232450,CHI
1228,1974233730,CHI
1229,1974235725,CHI
1230,1974264935,CHI
1231,1974267095,CHI
1232,1974276996,UBI
1233,1974299854,CHI
1234,1974329059,CHI
1235,1974329625,CHI
1236,1974356113,CSCW
1237,1974365149,CSCW
1238,1974384698,CHI
1239,1974396824,CHI
1240,1974397071,UIST
1241,1974404442,CHI
1242,1974413477,UBI
1243,1974464813,CHI
1244,1974476996,CHI
