paper_id	conf_id
1001944803	1163450153
100915271	1163450153
101198059	1163450153
101454950	1163450153
1024238720	1163450153
106601904	1163450153
107951270	1163450153
108436032	1163450153
108468898	1163450153
108536157	1163450153
110673302	1163450153
111037182	1163450153
111397810	1163450153
1119960297	1163450153
1137400460	1163450153
114246198	1163450153
118149172	1163450153
118476589	1163450153
1193154400	1163450153
119446416	1163450153
120821454	1163450153
121344252	1163450153
122604080	1163450153
123822285	1163450153
124974096	1163450153
126262252	1163450153
127281701	1163450153
1278568524	1163450153
129879878	1163450153
130373137	1163450153
130747488	1163450153
130750602	1163450153
133482945	1163450153
133634044	1163450153
133851565	1163450153
134196437	1163450153
134490559	1163450153
134676349	1163450153
138649542	1163450153
14005170	1163450153
140923123	1163450153
14097345	1163450153
141727953	1163450153
143040531	1163450153
14343359	1163450153
145040301	1163450153
146204351	1163450153
14764284	1163450153
147785476	1163450153
1480846290	1163450153
1480969602	1163450153
1481748264	1163450153
1483991666	1163450153
1486868931	1163450153
1488368864	1163450153
1488586642	1163450153
1491474671	1163450153
1492201132	1163450153
1492496455	1163450153
1494559358	1163450153
1495604230	1163450153
1500144364	1163450153
1502534014	1163450153
1505532142	1163450153
1507358165	1163450153
1511716979	1163450153
1514543890	1163450153
1514595554	1163450153
1515300679	1163450153
1517748577	1163450153
15184679	1163450153
1522816040	1163450153
1525248751	1163450153
1528465057	1163450153
1532710543	1163450153
1534546999	1163450153
1536288919	1163450153
1537578330	1163450153
1538077534	1163450153
1538580225	1163450153
1539161395	1163450153
1540926736	1163450153
1541130285	1163450153
1541827076	1163450153
1542808325	1163450153
1542827661	1163450153
15455164	1163450153
1545597141	1163450153
1547522685	1163450153
1550321890	1163450153
1550402145	1163450153
1550550697	1163450153
1551205506	1163450153
1552452729	1163450153
155266257	1163450153
1553292263	1163450153
1555358920	1163450153
1556263752	1163450153
1556489392	1163450153
1558141011	1163450153
1559172920	1163450153
1559900733	1163450153
1562583756	1163450153
1564631972	1163450153
1565141760	1163450153
1566723579	1163450153
1568837941	1163450153
1568943637	1163450153
156952287	1163450153
1571743527	1163450153
1573137796	1163450153
1574133233	1163450153
1575067259	1163450153
1576830784	1163450153
1578204789	1163450153
1583973616	1163450153
1585025387	1163450153
1585642290	1163450153
1586249870	1163450153
1586808345	1163450153
1587516064	1163450153
1587856969	1163450153
1588679487	1163450153
1589353765	1163450153
1592401550	1163450153
1593041706	1163450153
1593493435	1163450153
1594235067	1163450153
1594917386	1163450153
1595030361	1163450153
159618600	1163450153
1600071218	1163450153
1602199288	1163450153
1603001614	1163450153
1604679606	1163450153
160497993	1163450153
1605093347	1163450153
1606754771	1163450153
160716631	1163450153
1607346776	1163450153
1607891192	1163450153
161670401	1163450153
1618961307	1163450153
1620280240	1163450153
162834294	1163450153
163168083	1163450153
1641703393	1163450153
1644106527	1163450153
1649368908	1163450153
1660692540	1163450153
16683740	1163450153
1673802783	1163450153
1674274093	1163450153
1677920895	1163450153
167908753	1163450153
1679561899	1163450153
16825175	1163450153
168344711	1163450153
1694106721	1163450153
171507567	1163450153
1721795135	1163450153
1745764448	1163450153
175327789	1163450153
175500944	1163450153
1766132867	1163450153
177051605	1163450153
177186509	1163450153
1772229956	1163450153
1773911993	1163450153
1793696670	1163450153
1797181448	1163450153
179866884	1163450153
180551962	1163450153
1807658956	1163450153
18103471	1163450153
181040134	1163450153
1812630326	1163450153
1812940875	1163450153
1814997609	1163450153
1820309424	1163450153
182840806	1163450153
183764975	1163450153
1842492264	1163450153
1849653673	1163450153
1854073412	1163450153
1872386819	1163450153
1882524985	1163450153
189132842	1163450153
189286375	1163450153
189297676	1163450153
1893867814	1163450153
1895924621	1163450153
