paperid	confid
2011907950	1163450153
2069481271	1163450153
2067615264	1163450153
2067615606	1163450153
2069494974	1163450153
2011942600	1163450153
2011949753	1163450153
2067644672	1163450153
2067648228	1163450153
2011959510	1163450153
2069527335	1163450153
2067663453	1163450153
2069538469	1163450153
2067665594	1163450153
2067667146	1163450153
2067677648	1163450153
2069556903	1163450153
2067689756	1163450153
2067697343	1163450153
2067701048	1163450153
2069576912	1163450153
2067711134	1163450153
2067714076	1163450153
2069588801	1163450153
2069589325	1163450153
2012026559	1163450153
2069594172	1163450153
2069594567	1163450153
2067735783	1163450153
2069627612	1163450153
2069629500	1163450153
2069631140	1163450153
2069632164	1163450153
2067771137	1163450153
2067776903	1163450153
2067778251	1163450153
2067780167	1163450153
2069654254	1163450153
2012098573	1163450153
2067805538	1163450153
2069677687	1163450153
2069684119	1163450153
2012128338	1163450153
2069702343	1163450153
2012147219	1163450153
2067851433	1163450153
2067857275	1163450153
2067865637	1163450153
2069740219	1163450153
2069740792	1163450153
2012180188	1163450153
2067875905	1163450153
2069753856	1163450153
2067886395	1163450153
2067893999	1163450153
2012205291	1163450153
2012205861	1163450153
2067900283	1163450153
2012207548	1163450153
2012215911	1163450153
2069783595	1163450153
2012218272	1163450153
2012223874	1163450153
2067939171	1163450153
2012249883	1163450153
2012251945	1163450153
2069818276	1163450153
2069827854	1163450153
2012272815	1163450153
2069839659	1163450153
2069856515	1163450153
2067986167	1163450153
2069868103	1163450153
2069869586	1163450153
2012304646	1163450153
2012306969	1163450153
2069874365	1163450153
2012311465	1163450153
2069892496	1163450153
2069897595	1163450153
2012340779	1163450153
2068047259	1163450153
2012376488	1163450153
2012377738	1163450153
2068072824	1163450153
2069946956	1163450153
2069950586	1163450153
2069955741	1163450153
2068084810	1163450153
2068097225	1163450153
2068098725	1163450153
2068102388	1163450153
2012407888	1163450153
2069980350	1163450153
2012416367	1163450153
2068124369	1163450153
2068137231	1163450153
2068139953	1163450153
2070012710	1163450153
2070012998	1163450153
2070013496	1163450153
2012448594	1163450153
2469643098	1163450153
2070028568	1163450153
2070034666	1163450153
2068166072	1163450153
2068166164	1163450153
2012477269	1163450153
2068194054	1163450153
2070073484	1163450153
2068210371	1163450153
2068222371	1163450153
2070097502	1163450153
2068226479	1163450153
2012535049	1163450153
2012540600	1163450153
2070112008	1163450153
2070118900	1163450153
2070125731	1163450153
2012556989	1163450153
2070126461	1163450153
2070127090	1163450153
2068257231	1163450153
2070133687	1163450153
2070137642	1163450153
2012568642	1163450153
2068279862	1163450153
2070155134	1163450153
2070158350	1163450153
2070160617	1163450153
2012593124	1163450153
2070165777	1163450153
2068293943	1163450153
2068294094	1163450153
2070170052	1163450153
2012607755	1163450153
2070189371	1163450153
2068316802	1163450153
2012625829	1163450153
2012633374	1163450153
2012633857	1163450153
2068334061	1163450153
2068349565	1163450153
2068361436	1163450153
2070237036	1163450153
2068365609	1163450153
2070240350	1163450153
2012700246	1163450153
2068408009	1163450153
2068409584	1163450153
2012714714	1163450153
2070293902	1163450153
2012724889	1163450153
2068424760	1163450153
2070307651	1163450153
2070308852	1163450153
2070310954	1163450153
2012750368	1163450153
2068471200	1163450153
2070347268	1163450153
2070348063	1163450153
2070348119	1163450153
2068476027	1163450153
2070353028	1163450153
2012799791	1163450153
2070374421	1163450153
2012808317	1163450153
2012830844	1163450153
2070404133	1163450153
2068531744	1163450153
2012837176	1163450153
2068544593	1163450153
2012852193	1163450153
2070424185	1163450153
2070425136	1163450153
2068561885	1163450153
2012864292	1163450153
2068565109	1163450153
2012869516	1163450153
2070443217	1163450153
2068577106	1163450153
2012893269	1163450153
2012894172	1163450153
2070474822	1163450153
2012903926	1163450153
2012905248	1163450153
2068609304	1163450153
2070483205	1163450153
2068610359	1163450153
2012911953	1163450153
2070488667	1163450153
2012920231	1163450153
2070499542	1163450153
2070519525	1163450153
2070538506	1163450153
2012967525	1163450153
2012969937	1163450153
2068671681	1163450153
2012980475	1163450153
2012984639	1163450153
2070565441	1163450153
2068695467	1163450153
2068696654	1163450153
2070571415	1163450153
2070579498	1163450153
2070583180	1163450153
2070583222	1163450153
2068719216	1163450153
2068729778	1163450153
2068732261	1163450153
2070619555	1163450153
2068749297	1163450153
2068751474	1163450153
2068762668	1163450153
2070638542	1163450153
2068768383	1163450153
2068772768	1163450153
2013073142	1163450153
2068774491	1163450153
2070653020	1163450153
2068799023	1163450153
2013098514	1163450153
2070671805	1163450153
2068801184	1163450153
2068804827	1163450153
2068807113	1163450153
2068814638	1163450153
2068814663	1163450153
2013126094	1163450153
2013133550	1163450153
2070712100	1163450153
2013139030	1163450153
2070719266	1163450153
2068848160	1163450153
2013164350	1163450153
2068868583	1163450153
2068869614	1163450153
2068871153	1163450153
2068883263	1163450153
2486023456	1163450153
2150819813	1163450153
2150829159	1163450153
2150832147	1163450153
2150845547	1163450153
175500944	1163450153
2363152820	1163450153
2150882773	1163450153
2150895850	1163450153
2150915196	1163450153
2150936945	1163450153
2150957322	1163450153
2150984873	1163450153
175852165	1163450153
2151010882	1163450153
2151015191	1163450153
2151027005	1163450153
2151030656	1163450153
2151030757	1163450153
2151044076	1163450153
2151049923	1163450153
2151074952	1163450153
2151087080	1163450153
2151115665	1163450153
2151126048	1163450153
2151132131	1163450153
2151137010	1163450153
2151137197	1163450153
2151171335	1163450153
2151182223	1163450153
2151189549	1163450153
2151207336	1163450153
2151230586	1163450153
2151254451	1163450153
2151280537	1163450153
2151286182	1163450153
2151295661	1163450153
2151314413	1163450153
2151332190	1163450153
2151355743	1163450153
2151359778	1163450153
2151378814	1163450153
2151401338	1163450153
2151406162	1163450153
2151414851	1163450153
177051605	1163450153
2151420033	1163450153
2151440594	1163450153
2151459313	1163450153
2151462000	1163450153
177186509	1163450153
2775663585	1163450153
2775663979	1163450153
2151475658	1163450153
2151480477	1163450153
2151506906	1163450153
2151513521	1163450153
2151555208	1163450153
2151569832	1163450153
2151572696	1163450153
2151586234	1163450153
2151590174	1163450153
2151609762	1163450153
2151622932	1163450153
2151645026	1163450153
2151676108	1163450153
2151682264	1163450153
2151690133	1163450153
2151710871	1163450153
2151735726	1163450153
2151785234	1163450153
2151826729	1163450153
2151862362	1163450153
2151884887	1163450153
2151890643	1163450153
2151904287	1163450153
2151923351	1163450153
2151926604	1163450153
2151932788	1163450153
2151945940	1163450153
2151958994	1163450153
2151960964	1163450153
2151962172	1163450153
2151987636	1163450153
2152029842	1163450153
2152071869	1163450153
2152076888	1163450153
2152099471	1163450153
2152102206	1163450153
2152127494	1163450153
2152129727	1163450153
2152139667	1163450153
2152146939	1163450153
2152147139	1163450153
2152153632	1163450153
2152158560	1163450153
2152182338	1163450153
2152203232	1163450153
2152222769	1163450153
2152248594	1163450153
2152268289	1163450153
2152286103	1163450153
2152303583	1163450153
2152309982	1163450153
2152310241	1163450153
2152311362	1163450153
2152319072	1163450153
2152340482	1163450153
179619682	1163450153
2152354461	1163450153
2152397364	1163450153
2152407092	1163450153
2152408744	1163450153
2152414382	1163450153
2152414916	1163450153
2152416943	1163450153
179866884	1163450153
2152465462	1163450153
2152521636	1163450153
2152528000	1163450153
2152529293	1163450153
2152541037	1163450153
2152548099	1163450153
2152553701	1163450153
2152570893	1163450153
180278867	1163450153
2152577753	1163450153
2152592295	1163450153
2152617626	1163450153
2152638849	1163450153
2152656979	1163450153
180551962	1163450153
180563988	1163450153
2152703524	1163450153
2152710862	1163450153
2152723435	1163450153
2152728289	1163450153
2152754623	1163450153
2152757402	1163450153
2152765804	1163450153
2152772076	1163450153
2152791174	1163450153
2152811355	1163450153
2152824849	1163450153
2152830123	1163450153
2152839784	1163450153
181040134	1163450153
2152855232	1163450153
2152863027	1163450153
2152878615	1163450153
2776720339	1163450153
2152909050	1163450153
2152951215	1163450153
2152988849	1163450153
2153027474	1163450153
2153034231	1163450153
2153039146	1163450153
2153050049	1163450153
2153070091	1163450153
2153113996	1163450153
2153115396	1163450153
2153119962	1163450153
2153130747	1163450153
2153135478	1163450153
2153154222	1163450153
2153182334	1163450153
2153200718	1163450153
2153207410	1163450153
2153235818	1163450153
2153236667	1163450153
2153252884	1163450153
2153257187	1163450153
2153282521	1163450153
182279656	1163450153
2153312358	1163450153
2153331377	1163450153
2153343897	1163450153
2153391061	1163450153
2153403810	1163450153
2153412456	1163450153
2153475584	1163450153
2153484858	1163450153
182840806	1163450153
2153516373	1163450153
2153526112	1163450153
2153528308	1163450153
2153542506	1163450153
2153564990	1163450153
2153697751	1163450153
2153713744	1163450153
2153719921	1163450153
2153724792	1163450153
2153732062	1163450153
2153752030	1163450153
2153768492	1163450153
2153773249	1163450153
2153795273	1163450153
183764975	1163450153
2153818724	1163450153
2153837016	1163450153
2153893002	1163450153
2153900134	1163450153
2153931166	1163450153
2153940775	1163450153
2153973618	1163450153
2777647957	1163450153
2366321151	1163450153
185089164	1163450153
185344888	1163450153
2778036648	1163450153
2778330162	1163450153
187492451	1163450153
189132842	1163450153
189245275	1163450153
189286375	1163450153
189297676	1163450153
189436428	1163450153
2779706042	1163450153
2039088755	1163450153
2039109527	1163450153
2039122577	1163450153
2039122665	1163450153
2039127965	1163450153
2039142892	1163450153
2039163945	1163450153
2039189701	1163450153
2039202248	1163450153
2039205211	1163450153
2039230202	1163450153
16683740	1163450153
16825175	1163450153
2039302531	1163450153
2039318548	1163450153
17013544	1163450153
2039320060	1163450153
17077798	1163450153
2039337629	1163450153
2039348779	1163450153
2039371996	1163450153
2039397934	1163450153
17415609	1163450153
2039408789	1163450153
2039411789	1163450153
2039413011	1163450153
2039425613	1163450153
2039431226	1163450153
2039440413	1163450153
2039446642	1163450153
2039451899	1163450153
2039502770	1163450153
2039520143	1163450153
18103471	1163450153
2039541251	1163450153
2039560038	1163450153
2039635626	1163450153
2039646825	1163450153
2039713011	1163450153
2039719870	1163450153
2039759461	1163450153
2039784599	1163450153
2039817144	1163450153
2039819956	1163450153
584437990	1163450153
2039837919	1163450153
2039843164	1163450153
2039852051	1163450153
2039924064	1163450153
2039924101	1163450153
20197351	1163450153
2040013478	1163450153
2040055967	1163450153
2040074645	1163450153
20833352	1163450153
20835950	1163450153
2040090977	1163450153
20878134	1163450153
20977102	1163450153
2040143687	1163450153
21159236	1163450153
2040161591	1163450153
2040163962	1163450153
2040164797	1163450153
2040166267	1163450153
2040166629	1163450153
2040187089	1163450153
2040244898	1163450153
2040254913	1163450153
2040281971	1163450153
2040286865	1163450153
2040290465	1163450153
2040293475	1163450153
2040298369	1163450153
2040312579	1163450153
2040326218	1163450153
2040327654	1163450153
2040330508	1163450153
2040340398	1163450153
586613218	1163450153
2040372247	1163450153
2040374302	1163450153
2040440427	1163450153
2040460024	1163450153
2040484671	1163450153
2040485392	1163450153
2040489632	1163450153
2040524571	1163450153
2040529391	1163450153
2040582146	1163450153
2040602726	1163450153
2040619504	1163450153
23799494	1163450153
2040684383	1163450153
2040688751	1163450153
2040716446	1163450153
2040718291	1163450153
2040728860	1163450153
2040728913	1163450153
2040734216	1163450153
2040749196	1163450153
2040758758	1163450153
2040768664	1163450153
2040791692	1163450153
2040792072	1163450153
2040809202	1163450153
2040845182	1163450153
2040866417	1163450153
25688922	1163450153
26087729	1163450153
26345238	1163450153
28707940	1163450153
29932625	1163450153
30188760	1163450153
30507352	1163450153
1998310909	1163450153
2076344199	1163450153
1998322375	1163450153
1998322506	1163450153
1977878918	1163450153
2076352443	1163450153
1977890343	1163450153
1977890980	1163450153
1998340139	1163450153
1998342921	1163450153
1977895658	1163450153
1977898440	1163450153
1998352566	1163450153
1977907380	1163450153
2076393877	1163450153
2076393885	1163450153
1998378547	1163450153
1998378583	1163450153
2076408193	1163450153
2259334343	1163450153
1998390060	1163450153
1977953443	1163450153
1977965389	1163450153
1977974018	1163450153
1998423999	1163450153
1977981188	1163450153
1998431265	1163450153
2076457780	1163450153
1998433274	1163450153
2076459890	1163450153
2076463985	1163450153
1977990515	1163450153
2076475961	1163450153
1998467524	1163450153
1978023317	1163450153
2076505159	1163450153
1978036347	1163450153
1978036451	1163450153
2076510983	1163450153
1998487318	1163450153
1978053505	1163450153
1978056664	1163450153
2076531516	1163450153
2076536414	1163450153
2076538271	1163450153
1978067770	1163450153
1978076278	1163450153
1998530950	1163450153
2076566073	1163450153
1978106557	1163450153
1978111149	1163450153
1998575585	1163450153
1978129899	1163450153
1998589465	1163450153
1998602744	1163450153
1998603833	1163450153
1978162256	1163450153
2076656908	1163450153
1978189331	1163450153
2076670194	1163450153
1978194410	1163450153
2076685657	1163450153
1998661421	1163450153
1978219384	1163450153
2076697869	1163450153
1978220276	1163450153
2076706792	1163450153
1998695157	1163450153
2076726556	1163450153
1998696934	1163450153
2076728505	1163450153
2076730202	1163450153
1978258521	1163450153
2259816454	1163450153
2076760947	1163450153
1998735824	1163450153
2076770293	1163450153
1978292705	1163450153
2076778095	1163450153
1978299188	1163450153
2076783797	1163450153
1978322242	1163450153
1998771435	1163450153
2076803806	1163450153
2076804559	1163450153
1998773852	1163450153
1978338789	1163450153
1998789155	1163450153
2076824182	1163450153
1998793989	1163450153
1978346977	1163450153
1978350127	1163450153
2076834499	1163450153
1998804880	1163450153
2076839613	1163450153
2076842709	1163450153
1978364438	1163450153
1978365632	1163450153
1978367807	1163450153
1998818664	1163450153
2076856570	1163450153
1978378813	1163450153
2076860077	1163450153
1978383210	1163450153
1978383967	1163450153
2076864883	1163450153
1978388190	1163450153
2076868093	1163450153
1998841208	1163450153
1978401434	1163450153
1998856591	1163450153
2076891891	1163450153
1998876446	1163450153
2076913053	1163450153
1998883047	1163450153
1978440543	1163450153
1978443950	1163450153
2076929074	1163450153
2076930269	1163450153
2076930673	1163450153
1978451550	1163450153
1998898665	1163450153
1998901828	1163450153
2076936591	1163450153
2076939508	1163450153
1978461414	1163450153
1978464822	1163450153
1978464849	1163450153
1998915522	1163450153
2076949517	1163450153
2076952411	1163450153
2076957688	1163450153
1978482326	1163450153
2076963239	1163450153
1998936814	1163450153
2076987860	1163450153
1978508646	1163450153
2076990046	1163450153
2076991801	1163450153
1998962020	1163450153
2076997333	1163450153
2076998905	1163450153
1998968667	1163450153
1998970095	1163450153
1978529753	1163450153
2077010514	1163450153
1998995270	1163450153
1978559767	1163450153
1999006865	1163450153
2077043850	1163450153
2077050991	1163450153
1999020641	1163450153
2077057201	1163450153
1978581511	1163450153
1978586990	1163450153
1999035812	1163450153
2077069824	1163450153
1978591362	1163450153
2077072320	1163450153
1999043044	1163450153
2077078058	1163450153
2077086081	1163450153
1978637782	1163450153
1999097986	1163450153
1999101992	1163450153
1999112241	1163450153
1999113345	1163450153
1999114685	1163450153
2077147535	1163450153
1999119236	1163450153
2077167455	1163450153
1978694754	1163450153
2077177806	1163450153
1999147614	1163450153
1978714842	1163450153
2077201393	1163450153
1978720615	1163450153
1999181537	1163450153
1978735441	1163450153
1978737019	1163450153
1978743665	1163450153
1978744560	1163450153
1999196543	1163450153
1999198149	1163450153
1999204358	1163450153
1999211859	1163450153
1999217253	1163450153
1978773678	1163450153
1999224599	1163450153
1978781813	1163450153
1999234580	1163450153
1999235772	1163450153
2077269583	1163450153
2077281136	1163450153
1978801822	1163450153
1999256033	1163450153
2077290989	1163450153
1978810044	1163450153
1978814076	1163450153
2077300629	1163450153
1999272378	1163450153
1978824885	1163450153
1978827237	1163450153
1978838258	1163450153
2077323453	1163450153
1978844985	1163450153
1978848953	1163450153
1978853836	1163450153
1999308248	1163450153
1999308423	1163450153
1978864611	1163450153
2077351074	1163450153
1978867833	1163450153
1999318796	1163450153
2077363693	1163450153
2260716420	1163450153
2077375802	1163450153
1999343997	1163450153
2077380011	1163450153
1999363858	1163450153
1999368213	1163450153
1999376785	1163450153
1978932592	1163450153
2077420680	1163450153
1978936789	1163450153
1999388303	1163450153
1978941942	1163450153
2077436482	1163450153
2077442253	1163450153
2077444464	1163450153
2077447683	1163450153
2077464049	1163450153
1978982225	1163450153
2077467219	1163450153
1999433949	1163450153
1978986669	1163450153
1978999782	1163450153
1979006568	1163450153
1999464715	1163450153
2077501939	1163450153
1999474864	1163450153
2077522763	1163450153
1979038477	1163450153
1999490728	1163450153
1979042021	1163450153
1979052857	1163450153
2077539643	1163450153
2077556592	1163450153
2077561308	1163450153
1979089907	1163450153
1979091184	1163450153
2077577935	1163450153
2077582900	1163450153
1979102283	1163450153
1999555653	1163450153
1999558161	1163450153
2077593304	1163450153
1979107521	1163450153
1999561823	1163450153
2077598347	1163450153
1999570639	1163450153
1999587069	1163450153
2077622300	1163450153
1979154252	1163450153
1999614933	1163450153
1979168702	1163450153
1999627280	1163450153
2077663104	1163450153
1979180763	1163450153
1979206663	1163450153
2077701726	1163450153
2077703646	1163450153
1999680439	1163450153
1999680491	1163450153
1999682443	1163450153
2077724862	1163450153
1999695239	1163450153
1979245965	1163450153
2077737944	1163450153
1979253984	1163450153
1979255355	1163450153
2077763064	1163450153
2261289103	1163450153
1999727602	1163450153
1999735224	1163450153
1999736744	1163450153
2077775895	1163450153
1979298363	1163450153
2077787637	1163450153
1979303232	1163450153
1979308041	1163450153
1979318584	1163450153
1979333198	1163450153
2077838338	1163450153
1979353281	1163450153
2077851929	1163450153
1999814814	1163450153
1979364125	1163450153
2077854636	1163450153
1999820673	1163450153
1999826778	1163450153
1979379535	1163450153
1979395884	1163450153
1979399225	1163450153
1979403545	1163450153
1999860282	1163450153
1999862829	1163450153
1999863675	1163450153
1979416796	1163450153
1999871745	1163450153
1999873079	1163450153
1999880904	1163450153
1999882634	1163450153
2077922730	1163450153
1979447672	1163450153
1999902175	1163450153
2077940530	1163450153
1999911911	1163450153
2077950298	1163450153
1999921637	1163450153
1999925958	1163450153
1999929797	1163450153
2077973277	1163450153
2077976577	1163450153
2077978160	1163450153
1979500592	1163450153
1979501716	1163450153
2077995507	1163450153
1999963548	1163450153
2078003482	1163450153
2078008431	1163450153
1999970649	1163450153
2078012510	1163450153
1999974025	1163450153
1979524727	1163450153
1999976769	1163450153
2078032740	1163450153
2078039428	1163450153
1979549501	1163450153
1979555337	1163450153
2078049012	1163450153
1979567424	1163450153
2078058505	1163450153
2000020989	1163450153
2000025302	1163450153
2000029932	1163450153
1979581852	1163450153
2000036724	1163450153
1979597072	1163450153
2078091234	1163450153
2078105735	1163450153
1979632153	1163450153
1979632651	1163450153
2000106375	1163450153
2078147855	1163450153
2000116296	1163450153
1979666579	1163450153
2000122588	1163450153
2000124239	1163450153
2078178105	1163450153
2000138315	1163450153
1979710001	1163450153
2000161997	1163450153
2000176158	1163450153
2262206811	1163450153
2262460310	1163450153
2263366128	1163450153
2263860306	1163450153
2263957465	1163450153
2264168823	1163450153
2160232633	1163450153
2163384368	1163450153
2160234836	1163450153
2163397906	1163450153
2163430545	1163450153
2160285203	1163450153
2160288944	1163450153
2163444123	1163450153
2163461704	1163450153
2160310090	1163450153
2160310878	1163450153
2163471251	1163450153
2160318655	1163450153
2163473965	1163450153
2163491151	1163450153
2163493837	1163450153
2163536492	1163450153
2160385283	1163450153
2163550548	1163450153
